CAMPUS,DNAME,CNAME,GRADE,District Type,School Street Address,School City,School Zip,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
168901100,COLORADO ISD,COLORADO ELEM.,4,INDEPENDENT,P O BOX 1268,COLORADO CITY,79512-1268,33.0,35.0,12.0,5.0
168902001,LORAINE ISD,LORAINE SCHOOL,4,INDEPENDENT,P O BOX 457,LORAINE,79532-0457,1.0,11.0,5.0,0.0
168903001,WESTBROOK ISD,WESTBROOK SCHOO,4,INDEPENDENT,P O BOX 99,WESTBROOK,79565-0099,7.0,11.0,7.0,1.0
169901042,BOWIE ISD,BOWIE INTERMEDI,4,INDEPENDENT,P O BOX 1168,BOWIE,76230-1168,38.0,92.0,44.0,23.0
169902101,NOCONA ISD,NOCONA ELEM.,4,INDEPENDENT,220 CLAY ST,NOCONA,76255-2104,14.0,37.0,19.0,6.0
169906001,GOLD BURG ISD,GOLD BURG SCHOO,4,INDEPENDENT,468 PRATER RD,BOWIE,76230-9801,3.0,2.0,1.0,1.0
169908101,MONTAGUE ISD,MONTAGUE ELEM.,4,INDEPENDENT,P O BOX 78,MONTAGUE,76251-0078,5.0,9.0,4.0,1.0
169909101,PRAIRIE VALLEY,PRAIRIE VALLEY,4,INDEPENDENT,12920 FM 103,NOCONA,76255-9521,3.0,9.0,7.0,3.0
169910001,FORESTBURG ISD,FORESTBURG SCHO,4,INDEPENDENT,P O BOX 415,FORESTBURG,76239-0415,5.0,5.0,2.0,1.0
169911101,SAINT JO ISD,SAINT JO ELEM.,4,INDEPENDENT,DRAWER L,SAINT JO,76265-0320,5.0,19.0,8.0,3.0
170801003,TEXAS SERENITY,TEXAS SERENITY,4,CHARTER,400 N SAM HOUSTON PKWY E STE 625,HOUSTON,77060,12.0,30.0,16.0,5.0
170801004,TEXAS SERENITY,TEXAS SERENITY,4,CHARTER,400 N SAM HOUSTON PKWY E STE 625,HOUSTON,77060,2.0,14.0,6.0,1.0
170902071,CONROE ISD,TOUGH ELEM.,4,INDEPENDENT,11660 CRANE BROOK DR,THE WOODLANDS,77382,11.0,116.0,100.0,81.0
170902074,CONROE ISD,DERETCHIN ELEM.,4,INDEPENDENT,11000 MERIT OAKS DR,THE WOODLANDS,77382,10.0,145.0,126.0,100.0
170902101,CONROE ISD,ANDERSON ELEM.,4,INDEPENDENT,1414 E DALLAS,CONROE,77301-2100,20.0,77.0,48.0,26.0
170902102,CONROE ISD,AUSTIN ELEM.,4,INDEPENDENT,14796 HWY 105 E,CONROE,77306-5329,33.0,136.0,91.0,58.0
170902103,CONROE ISD,RUNYAN ELEM.,4,INDEPENDENT,1101 FOSTER DR,CONROE,77301-5199,27.0,86.0,55.0,25.0
170902104,CONROE ISD,HOUSTON ELEM.,4,INDEPENDENT,1000 N THOMPSON,CONROE,77301,24.0,71.0,38.0,21.0
170902105,CONROE ISD,MILAM ELEM.,4,INDEPENDENT,16415 FM 3083,CONROE,77302,34.0,102.0,65.0,28.0
170902106,CONROE ISD,CREIGHTON ELEM.,4,INDEPENDENT,12089 FM 1485,CONROE,77306-7441,29.0,116.0,69.0,35.0
170902107,CONROE ISD,ARMSTRONG ELEM.,4,INDEPENDENT,110 GLADSTELL ST,CONROE,77301-4237,15.0,76.0,62.0,36.0
170902108,CONROE ISD,LAMAR ELEM.,4,INDEPENDENT,1300 MANY PINES,THE WOODLANDS,77380-1549,25.0,106.0,78.0,49.0
170902109,CONROE ISD,OAK RIDGE ELEM.,4,INDEPENDENT,19675 INTERSTATE 45 S,CONROE,77385-8754,27.0,136.0,101.0,67.0
170902111,CONROE ISD,HOUSER ELEM.,4,INDEPENDENT,27370 OAK RDG SCHOOL RD,CONROE,77385-9042,26.0,117.0,91.0,61.0
170902112,CONROE ISD,FORD ELEM.,4,INDEPENDENT,25460 RICHARD RD,SPRING,77386-1508,36.0,124.0,82.0,42.0
170902113,CONROE ISD,HAILEY ELEM.,4,INDEPENDENT,12051 SAWMILL RD,THE WOODLANDS,77380-2199,22.0,148.0,115.0,75.0
170902114,CONROE ISD,RICE ELEM.,4,INDEPENDENT,904 GLADSTELL ST,CONROE,77304-2765,15.0,68.0,52.0,30.0
170902115,CONROE ISD,SAN JACINTO ELE,4,INDEPENDENT,17601 FM 1314,CONROE,77302-9306,27.0,95.0,51.0,29.0
170902116,CONROE ISD,GLEN LOCH ELEM.,4,INDEPENDENT,27505 GLEN LOCH DR,THE WOODLANDS,77381-2913,14.0,73.0,52.0,32.0
170902117,CONROE ISD,RIDE ELEM.,4,INDEPENDENT,4920 W PANTHER CREEK DR,THE WOODLANDS,77381-2599,6.0,121.0,99.0,78.0
170902118,CONROE ISD,DAVID ELEM.,4,INDEPENDENT,5301 SHADOW BEND PL,THE WOODLANDS,77381-4126,9.0,131.0,120.0,94.0
170902119,CONROE ISD,GIESINGER ELEM.,4,INDEPENDENT,2323 WHITE OAK BLVD,CONROE,77304-3560,21.0,125.0,92.0,66.0
170902120,CONROE ISD,GALATAS ELEM.,4,INDEPENDENT,9001 COCHRANS CROSSING DR,THE WOODLANDS,77381-2557,9.0,138.0,130.0,107.0
170902121,CONROE ISD,BUSH ELEM.,4,INDEPENDENT,7420 CROWNRIDGE DR,THE WOODLANDS,77382-1180,3.0,176.0,145.0,115.0
170902122,CONROE ISD,POWELL ELEM.,4,INDEPENDENT,7332 COCHRANS CROSSING DR,THE WOODLANDS,77381-6282,12.0,172.0,145.0,110.0
170902123,CONROE ISD,BUCKALEW ELEM.,4,INDEPENDENT,4909 W ALDEN BRIDGE DR,THE WOODLANDS,77382,5.0,139.0,127.0,102.0
170902124,CONROE ISD,REAVES ELEM.,4,INDEPENDENT,1717 N LOOP 336 W,CONROE,77304-3509,23.0,87.0,58.0,37.0
170902125,CONROE ISD,KAUFMAN ELEM.,4,INDEPENDENT,2760 NORTHRIDGE FOREST DR,SPRING,77386,18.0,167.0,132.0,101.0
170902126,CONROE ISD,WILKINSON ELEM.,4,INDEPENDENT,2575 ED KHARBAT,CONROE,77301,24.0,115.0,72.0,36.0
170902127,CONROE ISD,BROADWAY ELEM.,4,INDEPENDENT,2855 SPRING TRAILS BEND,SPRING,77386,13.0,200.0,163.0,120.0
170902128,CONROE ISD,PATTERSON ELEM.,4,INDEPENDENT,670 BEACH AIRPORT RD,CONROE,77301,34.0,159.0,114.0,67.0
170902129,CONROE ISD,BIRNHAM WOODS E,4,INDEPENDENT,31150 BIRNHAM WOODS DR,SPRING,77386,25.0,189.0,142.0,105.0
170902130,CONROE ISD,STEWART ELEM.,4,INDEPENDENT,680 FISH CREEK THOROUGHFARE,MONTGOMERY,77316,23.0,100.0,72.0,52.0
170902131,CONROE ISD,SNYDER ELEM.,4,INDEPENDENT,28601 BIRNHAM WOODS DR,SPRING,77386,9.0,191.0,169.0,125.0
170902132,CONROE ISD,BRADLEY ELEM.,4,INDEPENDENT,4200 FALLS LAKES DR,SPRING,77386,34.0,144.0,101.0,69.0
170903102,MONTGOMERY ISD,LINCOLN ELEM.,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356,19.0,73.0,50.0,30.0
170903103,MONTGOMERY ISD,MONTGOMERY ELEM,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356,15.0,55.0,41.0,23.0
170903104,MONTGOMERY ISD,STEWART CREEK E,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356,7.0,116.0,78.0,46.0
170903105,MONTGOMERY ISD,LONE STAR ELEM.,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356,10.0,92.0,68.0,39.0
170903106,MONTGOMERY ISD,MADELEY RANCH E,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356,18.0,79.0,53.0,33.0
170903107,MONTGOMERY ISD,KEENAN ELEM.,4,INDEPENDENT,P O BOX 1475,MONTGOMERY,77356-1475,17.0,110.0,69.0,42.0
170904101,WILLIS ISD,PARMLEY ELEM.,4,INDEPENDENT,600 N CAMPBELL ST,WILLIS,77378-9297,31.0,91.0,50.0,32.0
170904103,WILLIS ISD,C.C. HARDY ELEM,4,INDEPENDENT,701 GERALD ST,WILLIS,77378-3403,30.0,68.0,35.0,21.0
170904104,WILLIS ISD,TURNER ELEM.,4,INDEPENDENT,10575 HWY 75 N,WILLIS,77378-9326,7.0,131.0,101.0,63.0
170904106,WILLIS ISD,EDWARD B. CANNA,4,INDEPENDENT,7639 COUNTY LINE RD,WILLIS,77378,27.0,97.0,56.0,34.0
170904107,WILLIS ISD,W. LLOYD MEADOR,4,INDEPENDENT,10020 FM 830,WILLIS,77318,35.0,109.0,58.0,33.0
170906102,MAGNOLIA ISD,MAGNOLIA ELEM.,4,INDEPENDENT,P O BOX 638,MAGNOLIA,77355-0638,41.0,99.0,60.0,43.0
170906103,MAGNOLIA ISD,J.L. LYON ELEM.,4,INDEPENDENT,P O BOX 907,MAGNOLIA,77355-0907,30.0,113.0,78.0,54.0
170906104,MAGNOLIA ISD,BEAR BRANCH ELE,4,INDEPENDENT,P O BOX 999,MAGNOLIA,77353,24.0,97.0,73.0,54.0
170906105,MAGNOLIA ISD,WILLIE E. WILLI,4,INDEPENDENT,P O BOX 320,MAGNOLIA,77355-0320,34.0,87.0,50.0,30.0
170906106,MAGNOLIA ISD,CEDRIC C. SMITH,4,INDEPENDENT,P O BOX 1166,MAGNOLIA,77353,37.0,104.0,70.0,47.0
170906107,MAGNOLIA ISD,NICHOLS SAWMILL,4,INDEPENDENT,P O BOX 450,MAGNOLIA,77353,17.0,83.0,65.0,45.0
170906108,MAGNOLIA ISD,TOM R. ELLISOR,4,INDEPENDENT,P O BOX 909,MAGNOLIA,77353,37.0,69.0,40.0,27.0
170906109,MAGNOLIA ISD,MAGNOLIA PARKWA,4,INDEPENDENT,P O BOX 460,MAGNOLIA,77353,29.0,76.0,49.0,34.0
170907101,SPLENDORA ISD,PEACH CREEK ELE,4,INDEPENDENT,14455 COX ST,SPLENDORA,77372-4392,32.0,39.0,22.0,7.0
170907102,SPLENDORA ISD,GREENLEAF ELEM.,4,INDEPENDENT,26275 FM 2090,SPLENDORA,77372-4622,31.0,115.0,62.0,23.0
170907104,SPLENDORA ISD,PINEY WOODS ELE,4,INDEPENDENT,23395 FM 2090,SPLENDORA,77372-6211,27.0,62.0,35.0,15.0
170908101,NEW CANEY ISD,PORTER ELEM.,4,INDEPENDENT,22256 FORD RD,PORTER,77365-9653,45.0,63.0,30.0,15.0
170908102,NEW CANEY ISD,NEW CANEY ELEM.,4,INDEPENDENT,20501 FM 1485,NEW CANEY,77357-9107,40.0,47.0,24.0,9.0
170908106,NEW CANEY ISD,ROBERT CRIPPEN,4,INDEPENDENT,18690 CUMBERLAND BLVD,PORTER,77365-3632,28.0,44.0,32.0,16.0
170908107,NEW CANEY ISD,KINGS MANOR ELE,4,INDEPENDENT,21111 ROYAL CROSSING DR,KINGWOOD,77339,38.0,72.0,39.0,29.0
170908109,NEW CANEY ISD,VALLEY RANCH EL,4,INDEPENDENT,21700 VLY RANCH CROSSING,PORTER,77365,18.0,102.0,63.0,34.0
170908110,NEW CANEY ISD,SORTERS MILL EL,4,INDEPENDENT,23300 SORTERS RD,PORTER,77365,28.0,75.0,45.0,27.0
170908111,NEW CANEY ISD,BENS BRANCH ELE,4,INDEPENDENT,24160 BRIAR BERRY LN,PORTER,77365,21.0,82.0,49.0,32.0
170908113,NEW CANEY ISD,OAKLEY ELEM.,4,INDEPENDENT,22320 LOOP 494,NEW CANEY,77357,49.0,73.0,41.0,20.0
170908114,NEW CANEY ISD,TAVOLA ELEM.,4,INDEPENDENT,18885 WINDING SUMMIT DR,NEW CANEY,77357,21.0,51.0,33.0,15.0
170908115,NEW CANEY ISD,DOGWOOD ELEM.,4,INDEPENDENT,21580 LOOP 494,NEW CANEY,77357,12.0,66.0,39.0,17.0
170908116,NEW CANEY ISD,BROOKWOOD FORES,4,INDEPENDENT,25545 SORTERS RD,PORTER,77365,55.0,77.0,41.0,20.0
171901101,DUMAS ISD,CACTUS ELEM.,4,INDEPENDENT,P O BOX 368,CACTUS,79013-0368,24.0,26.0,15.0,5.0
171901102,DUMAS ISD,MORNINGSIDE ELE,4,INDEPENDENT,P O BOX 698,DUMAS,79029,11.0,59.0,36.0,16.0
171901103,DUMAS ISD,HILLCREST ELEM.,4,INDEPENDENT,P O BOX 715,DUMAS,79029,8.0,50.0,23.0,12.0
171901104,DUMAS ISD,SUNSET ELEM.,4,INDEPENDENT,P O BOX 716,DUMAS,79029,24.0,33.0,14.0,3.0
171901105,DUMAS ISD,GREEN ACRES ELE,4,INDEPENDENT,P O BOX 736,DUMAS,79029,10.0,80.0,57.0,29.0
171902101,SUNRAY ISD,SUNRAY ELEM.,4,INDEPENDENT,P O BOX 240,SUNRAY,79086-0240,2.0,36.0,28.0,12.0
172902101,DAINGERFIELD-LO,SOUTH ELEM.,4,INDEPENDENT,1301 LINDA DR,DAINGERFIELD,75638-0756,36.0,44.0,21.0,10.0
172905102,PEWITT CISD,PEWITT ELEM.,4,INDEPENDENT,P O BOX 1106,OMAHA,75571-1106,28.0,35.0,13.0,7.0
173901001,MOTLEY COUNTY I,MOTLEY COUNTY S,4,INDEPENDENT,DRAWER 310,MATADOR,79244-0310,1.0,9.0,4.0,2.0
174801101,STEPHEN F. AUST,STEPHEN F. AUST,4,CHARTER,P O BOX 6072 SFA STA,NACOGDOCHES,75962,0.0,41.0,39.0,29.0
174901101,CHIRENO ISD,CHIRENO ELEM.,4,INDEPENDENT,P O BOX 85,CHIRENO,75937-0085,14.0,13.0,6.0,4.0
174902002,CUSHING ISD,CUSHING ELEM.,4,INDEPENDENT,1088 W BEARKAT DR,CUSHING,75760-0337,7.0,38.0,28.0,12.0
174903101,GARRISON ISD,GARRISON ELEM.,4,INDEPENDENT,459 N US HWY 59,GARRISON,75946-2503,9.0,33.0,17.0,9.0
174904101,NACOGDOCHES ISD,BROOKS-QUINN-JO,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75963-1521,40.0,58.0,30.0,13.0
174904102,NACOGDOCHES ISD,EMELINE CARPENT,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75963-1521,33.0,16.0,4.0,3.0
174904103,NACOGDOCHES ISD,FREDONIA ELEM.,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75963-1521,31.0,33.0,15.0,6.0
174904104,NACOGDOCHES ISD,NETTIE MARSHALL,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75963-1521,19.0,45.0,20.0,10.0
174904105,NACOGDOCHES ISD,RAGUET ELEM.,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75963-1521,36.0,56.0,28.0,14.0
174904110,NACOGDOCHES ISD,THOMAS J. RUSK,4,INDEPENDENT,DRAWER 631521,NACOGDOCHES,75961-5799,12.0,60.0,35.0,16.0
174906101,WODEN ISD,WODEN ELEM.,4,INDEPENDENT,P O BOX 100,WODEN,75978-0100,7.0,37.0,23.0,11.0
174908101,CENTRAL HEIGHTS,CENTRAL HEIGHTS,4,INDEPENDENT,10317 US HWY 259 N,NACOGDOCHES,75965,10.0,75.0,47.0,28.0
174909001,MARTINSVILLE IS,MARTINSVILLE SC,4,INDEPENDENT,P O BOX 100,MARTINSVILLE,75958-0100,6.0,23.0,12.0,8.0
174910101,ETOILE ISD,ETOILE ELEM.,4,INDEPENDENT,P O BOX 98,ETOILE,75944-0098,8.0,6.0,1.0,0.0
174911001,DOUGLASS ISD,DOUGLASS SCHOOL,4,INDEPENDENT,P O BOX 38,DOUGLASS,75943-0038,9.0,17.0,7.0,2.0
175902101,BLOOMING GROVE,BLOOMING GROVE,4,INDEPENDENT,601 N FM 55,BLOOMING GROVE,76626,31.0,41.0,15.0,8.0
175903101,CORSICANA ISD,BOWIE ELEM.,4,INDEPENDENT,1800 BOWIE DR,CORSICANA,75110-2022,13.0,102.0,67.0,38.0
175903102,CORSICANA ISD,JOSE ANTONIO NA,4,INDEPENDENT,601 S 45TH ST,CORSICANA,75110-3298,42.0,76.0,42.0,13.0
175903103,CORSICANA ISD,FANNIN ELEM.,4,INDEPENDENT,3201 N BEATON,CORSICANA,75110-1241,26.0,71.0,37.0,19.0
175903105,CORSICANA ISD,SAM HOUSTON ELE,4,INDEPENDENT,1213 W 4TH AVE,CORSICANA,75110-3298,0.0,53.0,39.0,27.0
175903107,CORSICANA ISD,CARROLL ELEM.,4,INDEPENDENT,1101 E 13TH AVE,CORSICANA,75110-7523,28.0,36.0,20.0,10.0
175904101,DAWSON ISD,DAWSON ELEM.,4,INDEPENDENT,199 N SCHOOL AVE,DAWSON,76639,14.0,21.0,10.0,4.0
175905101,FROST ISD,FROST ELEM.,4,INDEPENDENT,P O BOX K,FROST,76641-0910,6.0,25.0,17.0,8.0
175907001,KERENS ISD,KERENS SCHOOL,4,INDEPENDENT,200 BOBCAT LN,KERENS,75144-0310,12.0,24.0,17.0,11.0
175910101,MILDRED ISD,MILDRED ELEM.,4,INDEPENDENT,5475 S HWY 287,CORSICANA,75109-9328,16.0,34.0,15.0,9.0
175911042,RICE ISD,RICE INTERMEDIA,4,INDEPENDENT,1402 SW MCKINNEY ST,RICE,75155,29.0,51.0,25.0,13.0
176901001,BURKEVILLE ISD,BURKEVILLE SCHO,4,INDEPENDENT,P O BOX 218,BURKEVILLE,75932-0218,0.0,18.0,12.0,7.0
176902104,NEWTON ISD,NEWTON ELEM.,4,INDEPENDENT,720 RUSK,NEWTON,75966,33.0,48.0,16.0,6.0
176903101,DEWEYVILLE ISD,DEWEYVILLE ELEM,4,INDEPENDENT,43200 STATE HWY 87 S,ORANGE,77632,14.0,28.0,14.0,8.0
177901101,ROSCOE COLLEGIA,ROSCOE ELEM.,4,INDEPENDENT,P O BOX 129,ROSCOE,79545-0129,11.0,31.0,22.0,11.0
177902104,SWEETWATER ISD,SWEETWATER INTE,4,INDEPENDENT,705 E 3RD,SWEETWATER,79556-4646,21.0,149.0,90.0,51.0
177903001,BLACKWELL CISD,BLACKWELL SCHOO,4,INDEPENDENT,P O BOX 505,BLACKWELL,79506-0505,2.0,9.0,5.0,4.0
177905001,HIGHLAND ISD,HIGHLAND SCHOOL,4,INDEPENDENT,6625 FM 608,ROSCOE,79545-9801,1.0,13.0,11.0,7.0
178801001,DR. M.L. GARZA-,DR. M.L. GARZA-,4,CHARTER,4129 GREENWOOD DR,CORPUS CHRISTI,78416,13.0,2.0,0.0,0.0
178807101,CORPUS CHRISTI,CORPUS CHRISTI,4,CHARTER,822 AYERS ST,CORPUS CHRISTI,78404,11.0,8.0,3.0,0.0
178808101,SEASHORE CHARTE,SEASHORE LEARNI,4,CHARTER,15801 S PADRE ISLAND DR,CORPUS CHRISTI,78418,10.0,41.0,25.0,16.0
178901101,AGUA DULCE ISD,AGUA DULCE ELEM,4,INDEPENDENT,P O BOX 250,AGUA DULCE,78330-0250,3.0,21.0,14.0,7.0
178902101,BISHOP CISD,BISHOP ELEM.,4,INDEPENDENT,200 S FIR,BISHOP,78343-2225,25.0,72.0,54.0,38.0
178902103,BISHOP CISD,PETRONILA ELEM.,4,INDEPENDENT,RT 3 BOX 49,ROBSTOWN,78380-9414,1.0,13.0,10.0,8.0
178903103,CALALLEN ISD,MAGEE ELEM.,4,INDEPENDENT,4201 CALALLEN DR,CORPUS CHRISTI,78410-4932,54.0,288.0,178.0,98.0
178904101,CORPUS CHRISTI,ALLEN ELEM.,4,INDEPENDENT,1414 18TH ST,CORPUS CHRISTI,78404-3415,16.0,37.0,19.0,7.0
178904104,CORPUS CHRISTI,MARY HELEN BERL,4,INDEPENDENT,4120 CARROLL LN,CORPUS CHRISTI,78411-3220,30.0,73.0,31.0,13.0
178904106,CORPUS CHRISTI,HICKS ELEM.,4,INDEPENDENT,3602 MCARDLE RD,CORPUS CHRISTI,78415-2623,24.0,80.0,48.0,26.0
178904107,CORPUS CHRISTI,WYNN SEALE METR,4,INDEPENDENT,1707 AYERS ST,CORPUS CHRISTI,78404,28.0,57.0,26.0,13.0
178904108,CORPUS CHRISTI,CROCKETT ELEM.,4,INDEPENDENT,2625 BELTON ST,CORPUS CHRISTI,78416-1697,22.0,49.0,23.0,10.0
178904110,CORPUS CHRISTI,EVANS SPECIAL E,4,INDEPENDENT,1315 COMANCHE ST,CORPUS CHRISTI,78401-2620,8.0,49.0,28.0,13.0
178904111,CORPUS CHRISTI,FANNIN ELEM.,4,INDEPENDENT,2730 GOLLIHAR RD,CORPUS CHRISTI,78415-5299,20.0,37.0,16.0,8.0
178904115,CORPUS CHRISTI,GARCIA ELEM.,4,INDEPENDENT,1945 GOLLIHAR RD,CORPUS CHRISTI,78416,26.0,78.0,40.0,13.0
178904116,CORPUS CHRISTI,GIBSON ELEM.,4,INDEPENDENT,5723 HAMPSHIRE RD,CORPUS CHRISTI,78408-2207,17.0,34.0,15.0,6.0
178904117,CORPUS CHRISTI,HOUSTON ELEM.,4,INDEPENDENT,363 NORTON ST,CORPUS CHRISTI,78415-4399,9.0,55.0,26.0,13.0
178904118,CORPUS CHRISTI,KOSTORYZ ELEM.,4,INDEPENDENT,3602 PANAMA DR,CORPUS CHRISTI,78415-3328,14.0,57.0,31.0,16.0
178904121,CORPUS CHRISTI,LOS ENCINOS SPE,4,INDEPENDENT,1921 DORADO ST,CORPUS CHRISTI,78417,12.0,47.0,19.0,5.0
178904122,CORPUS CHRISTI,SHAW SPECIAL EM,4,INDEPENDENT,2920 SOLEDAD ST,CORPUS CHRISTI,78405,14.0,48.0,24.0,7.0
178904123,CORPUS CHRISTI,MEADOWBROOK ELE,4,INDEPENDENT,901 MEADOWBROOK DR,CORPUS CHRISTI,78412-3375,26.0,42.0,16.0,9.0
178904124,CORPUS CHRISTI,MENGER ELEM.,4,INDEPENDENT,2401 S ALAMEDA ST,CORPUS CHRISTI,78404-2995,8.0,26.0,16.0,8.0
178904125,CORPUS CHRISTI,MONTCLAIR ELEM.,4,INDEPENDENT,5241 KENTNER ST,CORPUS CHRISTI,78412-2699,19.0,34.0,13.0,9.0
178904127,CORPUS CHRISTI,OAK PARK SPECIA,4,INDEPENDENT,3801 LEOPARD ST,CORPUS CHRISTI,78408,23.0,73.0,33.0,13.0
178904130,CORPUS CHRISTI,SANDERS ELEM.,4,INDEPENDENT,4102 REPUBLIC DR,CORPUS CHRISTI,78413-3098,17.0,40.0,16.0,10.0
178904132,CORPUS CHRISTI,SCHANEN ESTATES,4,INDEPENDENT,5717 KILLARMET DR,CORPUS CHRISTI,78413-3598,15.0,32.0,18.0,7.0
178904134,CORPUS CHRISTI,SMITH ELEM.,4,INDEPENDENT,6902 WILLIAMS DR,CORPUS CHRISTI,78412-4908,12.0,56.0,43.0,22.0
178904136,CORPUS CHRISTI,TRAVIS ELEM.,4,INDEPENDENT,3210 CHURCHILL DR,CORPUS CHRISTI,78415-4400,27.0,38.0,15.0,4.0
178904138,CORPUS CHRISTI,CALK-WILSON ELE,4,INDEPENDENT,3925 FT WORTH ST,CORPUS CHRISTI,78411-2244,31.0,83.0,47.0,14.0
178904139,CORPUS CHRISTI,WINDSOR PARK EL,4,INDEPENDENT,4525 S ALAMEDA ST,CORPUS CHRISTI,78412-2448,0.0,110.0,106.0,94.0
178904140,CORPUS CHRISTI,WOODLAWN ELEM.,4,INDEPENDENT,1110 WOODLAWN DR,CORPUS CHRISTI,78411-3798,13.0,46.0,22.0,12.0
178904141,CORPUS CHRISTI,YEAGER ELEM.,4,INDEPENDENT,5414 TRIPOLI DR,CORPUS CHRISTI,78411-5030,2.0,34.0,24.0,12.0
178904142,CORPUS CHRISTI,ZAVALA ELEM.,4,INDEPENDENT,3125 RUTH ST,CORPUS CHRISTI,78405,39.0,45.0,12.0,4.0
178904146,CORPUS CHRISTI,CLUB ESTATES,4,INDEPENDENT,5222 MERGANSER DR,CORPUS CHRISTI,78413-4633,9.0,60.0,33.0,14.0
178904148,CORPUS CHRISTI,MOORE ELEM.,4,INDEPENDENT,6121 DURANT DR,CORPUS CHRISTI,78414-3016,29.0,51.0,19.0,12.0
178904149,CORPUS CHRISTI,MIRELES ELEM.,4,INDEPENDENT,7658 CIMARRON BLVD,CORPUS CHRISTI,78414,12.0,94.0,69.0,38.0
178904150,CORPUS CHRISTI,GALVAN ELEM.,4,INDEPENDENT,3126 MASTERSON DR,CORPUS CHRISTI,78415-2473,28.0,63.0,40.0,20.0
178904151,CORPUS CHRISTI,JONES ELEM.,4,INDEPENDENT,7533 LIPES BLVD,CORPUS CHRISTI,78413-5399,6.0,95.0,54.0,29.0
178904152,CORPUS CHRISTI,BARNES ELEM.,4,INDEPENDENT,2829 OSO PKWY,CORPUS CHRISTI,78414-4007,21.0,82.0,41.0,23.0
178904153,CORPUS CHRISTI,EARLY CHILDHOOD,4,INDEPENDENT,6300 OCEAN DR,CORPUS CHRISTI,78412-5599,0.0,18.0,13.0,9.0
178904154,CORPUS CHRISTI,DAWSON ELEM.,4,INDEPENDENT,6821 SANDERS DR,CORPUS CHRISTI,78413,30.0,81.0,47.0,20.0
178904157,CORPUS CHRISTI,FAYE WEBB ELEM.,4,INDEPENDENT,6953 BOARDWALK AVE,CORPUS CHRISTI,78414,14.0,116.0,81.0,53.0
178904158,CORPUS CHRISTI,KOLDA ELEM.,4,INDEPENDENT,3730 RODD FIELD RD,CORPUS CHRISTI,78414,17.0,122.0,86.0,54.0
178905041,DRISCOLL ISD,DRISCOLL ELEM.,4,INDEPENDENT,P O BOX 238,DRISCOLL,78351-0238,3.0,22.0,11.0,6.0
178906101,LONDON ISD,LONDON ELEM.,4,INDEPENDENT,1306 FM 43,CORPUS CHRISTI,78415-9713,12.0,69.0,48.0,23.0
178908101,PORT ARANSAS IS,OLSEN ELEM.,4,INDEPENDENT,100 STA ST,PORT ARANSAS,78373-5223,5.0,20.0,13.0,8.0
178909042,ROBSTOWN ISD,SOLOMON P. ORTI,4,INDEPENDENT,801 N 1ST ST,ROBSTOWN,78380-2608,73.0,113.0,68.0,34.0
178912104,TULOSO-MIDWAY I,TULOSO-MIDWAY I,4,INDEPENDENT,P O BOX 10900,CORPUS CHRISTI,78460-0900,71.0,217.0,121.0,61.0
178913101,BANQUETE ISD,BANQUETE ELEM.,4,INDEPENDENT,P O BOX 369,BANQUETE,78339-0369,9.0,52.0,40.0,24.0
178914101,FLOUR BLUFF ISD,FLOUR BLUFF ELE,4,INDEPENDENT,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,98.0,298.0,166.0,85.0
178915104,WEST OSO ISD,WEST OSO ELEM.,4,INDEPENDENT,1526 CLIFF MAUS DR,CORPUS CHRISTI,78416,39.0,99.0,51.0,27.0
179901103,PERRYTON ISD,EDWIN F. WILLIA,4,INDEPENDENT,P O BOX 1048,PERRYTON,79070-1048,57.0,101.0,54.0,32.0
180901101,BOYS RANCH ISD,MIMI FARLEY ELE,4,INDEPENDENT,P O BOX 219,BOYS RANCH,79010-0219,5.0,4.0,0.0,0.0
180902101,VEGA ISD,VEGA ELEM.,4,INDEPENDENT,P O BOX 190,VEGA,79092-0190,3.0,24.0,19.0,11.0
180903001,ADRIAN ISD,ADRIAN SCHOOL,4,INDEPENDENT,P O BOX 189,ADRIAN,79001-0189,1.0,5.0,3.0,2.0
180904101,WILDORADO ISD,WILDORADO ELEM.,4,INDEPENDENT,P O BOX 120,WILDORADO,79098-0120,1.0,13.0,7.0,5.0
181901103,BRIDGE CITY ISD,BRIDGE CITY INT,4,INDEPENDENT,1029 W ROUND BUNCH RD,BRIDGE CITY,77611-2343,48.0,188.0,127.0,74.0
181905102,ORANGEFIELD ISD,ORANGEFIELD ELE,4,INDEPENDENT,P O BOX 228,ORANGEFIELD,77639-0228,13.0,127.0,83.0,55.0
