CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,School Site Zip,Below Grade Level Hispanic,Below Grade Level Asian,Below Grade Level Black,Below Grade Level White,Approach Grade Level Hispanic,Approach Grade Level Asian,Approach Grade Level Black,Approach Grade Level White,Meet Grade Level Hispanic,Meet Grade Level Asian,Meet Grade Level Black,Meet Grade Level White,Master Grade Level Hispanic,Master Grade Level Asian,Master Grade Level Black,Master Grade Level White
220908110,MANSFIELD ISD,WILLIE BROWN EL,3,INDEPENDENT,1860 CANNON DR,MANSFIELD,76063-1766,3.0,0.0,1.0,5.0,15.0,8.0,14.0,65.0,12.0,6.0,9.0,51.0,9.0,4.0,3.0,31.0
220908111,MANSFIELD ISD,KENNETH DAVIS E,3,INDEPENDENT,900 EDEN RD,ARLINGTON,76001,4.0,1.0,6.0,4.0,16.0,4.0,23.0,24.0,6.0,3.0,13.0,18.0,4.0,1.0,5.0,8.0
220908112,MANSFIELD ISD,IMOGENE GIDEON,3,INDEPENDENT,1201 MANSFIELD WEBB RD,ARLINGTON,76002,3.0,0.0,5.0,2.0,21.0,7.0,23.0,8.0,17.0,4.0,14.0,6.0,6.0,4.0,7.0,1.0
220908113,MANSFIELD ISD,ERMA NASH ELEM.,3,INDEPENDENT,1050 MAGNOLIA ST,MANSFIELD,76063,11.0,0.0,1.0,2.0,37.0,0.0,10.0,15.0,27.0,0.0,9.0,14.0,13.0,0.0,3.0,5.0
220908114,MANSFIELD ISD,ELIZABETH SMITH,3,INDEPENDENT,701 S HOLLAND RD,MANSFIELD,76063,2.0,0.0,9.0,2.0,19.0,7.0,39.0,40.0,8.0,4.0,25.0,33.0,6.0,3.0,14.0,20.0
220908115,MANSFIELD ISD,ROBERTA TIPPS E,3,INDEPENDENT,3001 N WALNUT CREEK,MANSFIELD,76063,2.0,0.0,4.0,11.0,26.0,10.0,15.0,41.0,18.0,9.0,9.0,37.0,10.0,8.0,2.0,24.0
220908116,MANSFIELD ISD,MARTHA REID ELE,3,INDEPENDENT,500 COUNTRY CLUB DR,ARLINGTON,76002,5.0,1.0,9.0,3.0,21.0,7.0,30.0,41.0,11.0,7.0,17.0,34.0,5.0,5.0,9.0,21.0
220908117,MANSFIELD ISD,THELMA JONES EL,3,INDEPENDENT,7650 S WATSON RD,ARLINGTON,76002,4.0,0.0,4.0,1.0,25.0,12.0,32.0,10.0,15.0,11.0,20.0,9.0,7.0,5.0,12.0,6.0
220908118,MANSFIELD ISD,MARY JO SHEPPAR,3,INDEPENDENT,1701 FM 1187,MANSFIELD,76063,2.0,0.0,0.0,4.0,19.0,0.0,11.0,38.0,10.0,0.0,7.0,29.0,8.0,0.0,4.0,19.0
220908119,MANSFIELD ISD,JANET BROCKETT,3,INDEPENDENT,810 DOVE MEADOWS DR,ARLINGTON,76002,4.0,1.0,6.0,5.0,19.0,14.0,52.0,11.0,12.0,11.0,32.0,8.0,6.0,9.0,11.0,5.0
220908120,MANSFIELD ISD,ANNA MAY DAULTO,3,INDEPENDENT,2607 N GRAND PENINSULA DR,GRAND PRAIRIE,75054,3.0,0.0,5.0,1.0,26.0,16.0,41.0,46.0,21.0,14.0,31.0,42.0,15.0,12.0,12.0,30.0
220908121,MANSFIELD ISD,CORA SPENCER EL,3,INDEPENDENT,3140 S CAMINO LAGOS,GRAND PRAIRIE,75054,3.0,0.0,6.0,2.0,18.0,24.0,58.0,26.0,12.0,19.0,35.0,21.0,8.0,11.0,14.0,11.0
220908122,MANSFIELD ISD,LOUISE CABANISS,3,INDEPENDENT,6080 MIRABELLA BLVD,GRAND PRAIRIE,75052,5.0,1.0,5.0,2.0,22.0,16.0,38.0,8.0,13.0,15.0,23.0,6.0,6.0,12.0,10.0,4.0
220908123,MANSFIELD ISD,CAROL HOLT ELEM,3,INDEPENDENT,7321 LEDBETTER RD,ARLINGTON,76001,4.0,0.0,11.0,3.0,11.0,0.0,19.0,23.0,5.0,0.0,8.0,17.0,4.0,0.0,4.0,10.0
220908124,MANSFIELD ISD,ANNETTE PERRY E,3,INDEPENDENT,1261 S MAIN ST,MANSFIELD,76063-1794,6.0,0.0,5.0,5.0,21.0,0.0,14.0,31.0,10.0,0.0,8.0,21.0,5.0,0.0,5.0,10.0
220908125,MANSFIELD ISD,JUDY MILLER ELE,3,INDEPENDENT,403 N HOLLAND RD,MANSFIELD,76063-1794,3.0,0.0,10.0,2.0,15.0,9.0,42.0,19.0,10.0,6.0,27.0,15.0,5.0,3.0,16.0,12.0
220908126,MANSFIELD ISD,NANCY NEAL ELEM,3,INDEPENDENT,280 NELSON WYATT RD,MANSFIELD,76063,1.0,0.0,2.0,5.0,13.0,6.0,12.0,42.0,8.0,6.0,8.0,31.0,2.0,5.0,4.0,18.0
220910101,LAKE WORTH ISD,EFFIE MORRIS EL,3,INDEPENDENT,3801 MERRITT DR,LAKE WORTH,76135-3505,9.0,0.0,4.0,8.0,19.0,0.0,9.0,17.0,11.0,0.0,3.0,8.0,5.0,0.0,3.0,5.0
220910103,LAKE WORTH ISD,MARINE CREEK EL,3,INDEPENDENT,4801 HUFFINES BLVD,FORT WORTH,76135-2547,17.0,0.0,19.0,5.0,17.0,0.0,13.0,15.0,6.0,0.0,5.0,5.0,3.0,0.0,1.0,2.0
220910104,LAKE WORTH ISD,MARILYN MILLER,3,INDEPENDENT,5250 ESTRELLA DR,FORT WORTH,76106,39.0,0.0,6.0,0.0,56.0,0.0,3.0,0.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
220912101,CROWLEY ISD,BESS RACE ELEM.,3,INDEPENDENT,537 S HTS DR,CROWLEY,76036-3197,4.0,0.0,11.0,10.0,15.0,0.0,14.0,30.0,9.0,0.0,6.0,15.0,4.0,0.0,2.0,10.0
220912102,CROWLEY ISD,SYCAMORE ELEM.,3,INDEPENDENT,1601 COUNTRY MANOR RD,FORT WORTH,76134-3631,3.0,1.0,11.0,2.0,42.0,8.0,23.0,3.0,30.0,7.0,9.0,3.0,17.0,5.0,2.0,3.0
220912103,CROWLEY ISD,DEER CREEK ELEM,3,INDEPENDENT,805 S CROWLEY RD,CROWLEY,76036-3699,12.0,0.0,4.0,6.0,32.0,0.0,17.0,14.0,20.0,0.0,12.0,8.0,11.0,0.0,4.0,5.0
220912104,CROWLEY ISD,MEADOWCREEK ELE,3,INDEPENDENT,2801 COUNTRY CREEK LN,FORT WORTH,76123-1215,6.0,0.0,16.0,0.0,36.0,0.0,22.0,0.0,23.0,0.0,11.0,0.0,16.0,0.0,2.0,0.0
220912105,CROWLEY ISD,JACKIE CARDEN E,3,INDEPENDENT,3701 GARDEN SPRINGS RD,FORT WORTH,76123-1943,3.0,0.0,17.0,0.0,15.0,10.0,37.0,0.0,10.0,7.0,11.0,0.0,4.0,6.0,3.0,0.0
220912106,CROWLEY ISD,PARKWAY ELEM.,3,INDEPENDENT,1320 W EVERMAN PKWY,FORT WORTH,76134-4950,5.0,0.0,25.0,2.0,32.0,0.0,24.0,4.0,21.0,0.0,6.0,3.0,12.0,0.0,3.0,2.0
220912107,CROWLEY ISD,OAKMONT ELEM.,3,INDEPENDENT,6651 OAKMONT TRL,FORT WORTH,76132-3043,7.0,0.0,8.0,5.0,20.0,5.0,35.0,11.0,15.0,3.0,15.0,7.0,6.0,1.0,8.0,6.0
220912108,CROWLEY ISD,DALLAS PARK ELE,3,INDEPENDENT,8700 VIRIDIAN LN,FORT WORTH,76123,7.0,2.0,19.0,5.0,44.0,10.0,55.0,23.0,22.0,7.0,24.0,16.0,8.0,6.0,10.0,11.0
220912109,CROWLEY ISD,J.A. HARGRAVE E,3,INDEPENDENT,9200 POYNTER ST,FORT WORTH,76123,6.0,0.0,18.0,4.0,30.0,0.0,31.0,3.0,16.0,0.0,14.0,1.0,9.0,0.0,4.0,0.0
220912110,CROWLEY ISD,SIDNEY H. POYNT,3,INDEPENDENT,521 ASHDALE RD,FORT WORTH,76140,4.0,0.0,12.0,4.0,23.0,0.0,23.0,13.0,10.0,0.0,12.0,7.0,6.0,0.0,8.0,4.0
220914102,KENNEDALE ISD,JAMES F. DELANE,3,INDEPENDENT,180 W KENNEDALE PKWY,KENNEDALE,76060,4.0,1.0,5.0,3.0,21.0,5.0,9.0,39.0,17.0,5.0,5.0,31.0,7.0,2.0,3.0,17.0
220914103,KENNEDALE ISD,R.F. PATTERSON,3,INDEPENDENT,6621 KELLY ELLIOTT RD,ARLINGTON,76001,1.0,0.0,9.0,6.0,19.0,0.0,16.0,25.0,11.0,0.0,8.0,14.0,6.0,0.0,3.0,6.0
220915102,AZLE ISD,EAGLE HEIGHTS E,3,INDEPENDENT,6505 LUCERNE DR,FORT WORTH,76135-9626,6.0,0.0,0.0,9.0,22.0,0.0,0.0,44.0,12.0,0.0,0.0,26.0,3.0,0.0,0.0,11.0
220915103,AZLE ISD,WALNUT CREEK EL,3,INDEPENDENT,500 STRIBLING DR,AZLE,76020-2598,4.0,0.0,0.0,11.0,20.0,0.0,0.0,71.0,8.0,0.0,0.0,43.0,3.0,0.0,0.0,25.0
220915105,AZLE ISD,LIBERTY ELEM.,3,INDEPENDENT,11450 LIBERTY SCHOOL RD,AZLE,76020-9699,0.0,0.0,0.0,5.0,14.0,0.0,0.0,54.0,8.0,0.0,0.0,36.0,2.0,0.0,0.0,17.0
220915106,AZLE ISD,SILVER CREEK EL,3,INDEPENDENT,10300 S F M 730,AZLE,76020-1728,4.0,0.0,0.0,13.0,19.0,0.0,0.0,86.0,8.0,0.0,0.0,53.0,1.0,0.0,0.0,36.0
220915108,AZLE ISD,CROSS TIMBERS E,3,INDEPENDENT,831 JACKSON TRL,AZLE,76020-2309,8.0,0.0,0.0,10.0,23.0,0.0,0.0,46.0,16.0,0.0,0.0,26.0,8.0,0.0,0.0,14.0
220916102,HURST-EULESS-BE,BELLAIRE ELEM.,3,INDEPENDENT,501 BELLAIRE DR,HURST,76053-7099,7.0,0.0,5.0,4.0,16.0,0.0,12.0,8.0,7.0,0.0,8.0,6.0,3.0,0.0,3.0,4.0
220916103,HURST-EULESS-BE,HARRISON LANE E,3,INDEPENDENT,1000 HARRISON LN,HURST,76053-5002,3.0,0.0,5.0,4.0,21.0,0.0,9.0,29.0,11.0,0.0,4.0,18.0,6.0,0.0,3.0,10.0
220916105,HURST-EULESS-BE,NORTH EULESS EL,3,INDEPENDENT,1101 DENTON DR,EULESS,76039-2799,6.0,1.0,5.0,0.0,30.0,10.0,19.0,20.0,19.0,7.0,9.0,15.0,8.0,5.0,6.0,7.0
220916106,HURST-EULESS-BE,OAKWOOD TERRACE,3,INDEPENDENT,700 RANGER RD,EULESS,76040-5199,2.0,2.0,2.0,1.0,11.0,6.0,6.0,4.0,7.0,4.0,2.0,2.0,3.0,4.0,0.0,2.0
220916107,HURST-EULESS-BE,SHADY OAKS ELEM,3,INDEPENDENT,1400 CAVENDER DR,HURST,76053-4004,2.0,0.0,0.0,2.0,6.0,0.0,0.0,18.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,8.0
220916108,HURST-EULESS-BE,SOUTH EULESS EL,3,INDEPENDENT,605 S MAIN ST,EULESS,76040-5354,5.0,0.0,6.0,2.0,14.0,9.0,15.0,24.0,7.0,8.0,9.0,18.0,3.0,2.0,5.0,11.0
220916110,HURST-EULESS-BE,STONEGATE ELEM.,3,INDEPENDENT,900 BEDFORD EULESS RD,BEDFORD,76022-6618,4.0,0.0,4.0,2.0,21.0,0.0,12.0,17.0,13.0,0.0,4.0,12.0,5.0,0.0,0.0,6.0
220916111,HURST-EULESS-BE,WEST HURST ELEM,3,INDEPENDENT,501 PRECINCT LINE RD,HURST,76053-5498,6.0,0.0,10.0,5.0,14.0,0.0,7.0,24.0,7.0,0.0,4.0,12.0,3.0,0.0,2.0,6.0
220916112,HURST-EULESS-BE,WILSHIRE ELEM.,3,INDEPENDENT,420 WILSHIRE DR,EULESS,76040-4199,3.0,2.0,10.0,0.0,17.0,8.0,21.0,19.0,9.0,6.0,12.0,11.0,2.0,6.0,3.0,4.0
220916113,HURST-EULESS-BE,DONNA PARK,3,INDEPENDENT,1125 SCOTT DR,HURST,76053-4213,4.0,0.0,8.0,8.0,9.0,0.0,14.0,13.0,5.0,0.0,6.0,8.0,1.0,0.0,4.0,3.0
220916114,HURST-EULESS-BE,MIDWAY PARK ELE,3,INDEPENDENT,409 N ECTOR DR,EULESS,76039-7599,3.0,2.0,2.0,4.0,15.0,8.0,25.0,17.0,9.0,5.0,14.0,14.0,4.0,4.0,4.0,7.0
220916115,HURST-EULESS-BE,HURST HILLS ELE,3,INDEPENDENT,525 BILLIE RUTH LN,HURST,76053-5499,7.0,0.0,7.0,8.0,13.0,8.0,5.0,31.0,10.0,7.0,2.0,17.0,5.0,2.0,1.0,8.0
220916116,HURST-EULESS-BE,BELL MANOR ELEM,3,INDEPENDENT,1300 WINCHESTER WAY,BEDFORD,76022-6898,9.0,0.0,11.0,4.0,17.0,0.0,19.0,27.0,14.0,0.0,11.0,19.0,6.0,0.0,4.0,9.0
220916117,HURST-EULESS-BE,SHADY BROOK ELE,3,INDEPENDENT,2601 SHADY BROOK DR,BEDFORD,76021-4417,4.0,0.0,6.0,7.0,16.0,0.0,14.0,29.0,9.0,0.0,6.0,19.0,6.0,0.0,0.0,16.0
220916118,HURST-EULESS-BE,LAKEWOOD ELEM.,3,INDEPENDENT,1600 DONLEY DR,EULESS,76039-2199,5.0,0.0,3.0,0.0,24.0,6.0,19.0,33.0,15.0,6.0,11.0,27.0,8.0,4.0,6.0,21.0
220916119,HURST-EULESS-BE,BEDFORD HEIGHTS,3,INDEPENDENT,1000 CUMMINGS DR,BEDFORD,76021-2364,2.0,0.0,0.0,5.0,11.0,0.0,7.0,55.0,7.0,0.0,5.0,47.0,2.0,0.0,2.0,32.0
220916121,HURST-EULESS-BE,SPRING GARDEN E,3,INDEPENDENT,2400 CUMMINGS RD,BEDFORD,76021-2666,3.0,0.0,3.0,5.0,16.0,0.0,11.0,25.0,11.0,0.0,3.0,16.0,4.0,0.0,1.0,8.0
220916122,HURST-EULESS-BE,MEADOW CREEK EL,3,INDEPENDENT,3001 HARWOOD,BEDFORD,76021-3705,8.0,0.0,1.0,4.0,24.0,0.0,11.0,57.0,21.0,0.0,8.0,42.0,15.0,0.0,5.0,24.0
220916123,HURST-EULESS-BE,RIVER TRAILS EL,3,INDEPENDENT,8850 ELBE TRL,FORT WORTH,76118,5.0,0.0,2.0,8.0,11.0,9.0,14.0,43.0,7.0,6.0,2.0,36.0,7.0,4.0,1.0,25.0
220916125,HURST-EULESS-BE,VIRIDIAN ELEM.,3,INDEPENDENT,4001 CASCADE SKY DR,ARLINGTON,76005,1.0,1.0,5.0,2.0,17.0,26.0,33.0,18.0,11.0,24.0,21.0,16.0,4.0,19.0,12.0,12.0
220917101,CASTLEBERRY ISD,A.V. CATO ELEM.,3,INDEPENDENT,4501 BARBARA RD,FORT WORTH,76114-2698,19.0,0.0,0.0,7.0,44.0,0.0,0.0,17.0,22.0,0.0,0.0,10.0,11.0,0.0,0.0,4.0
220917102,CASTLEBERRY ISD,CASTLEBERRY ELE,3,INDEPENDENT,1100 ROBERTS CUT-OFF,FORT WORTH,76114-2699,21.0,0.0,0.0,5.0,56.0,0.0,0.0,21.0,28.0,0.0,0.0,13.0,6.0,0.0,0.0,6.0
220917104,CASTLEBERRY ISD,JOY JAMES ELEM.,3,INDEPENDENT,5300 BUCHANAN ST,FORT WORTH,76114-1399,15.0,0.0,0.0,0.0,38.0,0.0,0.0,5.0,15.0,0.0,0.0,3.0,8.0,0.0,0.0,2.0
220918101,EAGLE MOUNTAIN-,L.A. GILILLAND,3,INDEPENDENT,701 WAGGOMAN RD,FORT WORTH,76131-1141,20.0,0.0,2.0,1.0,42.0,0.0,4.0,9.0,25.0,0.0,4.0,3.0,8.0,0.0,3.0,3.0
220918102,EAGLE MOUNTAIN-,EAGLE MOUNTAIN,3,INDEPENDENT,9700 MORRIS DIDO NEWARK RD,FORT WORTH,76179-4002,7.0,0.0,0.0,18.0,18.0,0.0,0.0,54.0,8.0,0.0,0.0,38.0,2.0,0.0,0.0,19.0
220918103,EAGLE MOUNTAIN-,SAGINAW ELEM.,3,INDEPENDENT,301 W MCLEROY BLVD,SAGINAW,76179-1516,12.0,0.0,0.0,5.0,14.0,0.0,0.0,14.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
220918104,EAGLE MOUNTAIN-,BRYSON ELEM.,3,INDEPENDENT,8601 OLD DECATUR RD,FORT WORTH,76179-4305,17.0,0.0,7.0,10.0,24.0,0.0,4.0,27.0,14.0,0.0,2.0,15.0,5.0,0.0,1.0,7.0
220918105,EAGLE MOUNTAIN-,ELKINS ELEM.,3,INDEPENDENT,7250 ELKINS SCHOOL RD,FORT WORTH,76179,1.0,3.0,2.0,3.0,21.0,11.0,8.0,19.0,8.0,6.0,4.0,12.0,2.0,2.0,3.0,3.0
220918106,EAGLE MOUNTAIN-,HIGH COUNTRY EL,3,INDEPENDENT,1301 HIGH COUNTRY TRL,FORT WORTH,76131,10.0,0.0,2.0,9.0,21.0,0.0,7.0,24.0,12.0,0.0,4.0,16.0,2.0,0.0,2.0,10.0
220918107,EAGLE MOUNTAIN-,REMINGTON POINT,3,INDEPENDENT,6000 OLD DECATUR RD,FORT WORTH,76179,4.0,0.0,3.0,5.0,25.0,0.0,11.0,20.0,14.0,0.0,5.0,11.0,7.0,0.0,2.0,7.0
220918108,EAGLE MOUNTAIN-,CHISHOLM RIDGE,3,INDEPENDENT,8301 RUNNING RIVER,FORT WORTH,76131,10.0,6.0,3.0,11.0,22.0,5.0,11.0,31.0,9.0,4.0,6.0,18.0,6.0,2.0,3.0,6.0
220918109,EAGLE MOUNTAIN-,GREENFIELD ELEM,3,INDEPENDENT,6020 TEN MILE BRIDGE RD,FORT WORTH,76135,13.0,0.0,3.0,4.0,33.0,0.0,4.0,44.0,20.0,0.0,3.0,26.0,11.0,0.0,2.0,15.0
220918110,EAGLE MOUNTAIN-,COMANCHE SPRING,3,INDEPENDENT,8100 COMANCHE SPRINGS DR,FORT WORTH,76131,7.0,1.0,11.0,9.0,15.0,4.0,13.0,59.0,8.0,3.0,5.0,29.0,4.0,1.0,2.0,12.0
220918111,EAGLE MOUNTAIN-,NORTHBROOK ELEM,3,INDEPENDENT,2500 CANTRELL SANSOM RD,FORT WORTH,76131,9.0,4.0,10.0,5.0,25.0,6.0,10.0,20.0,14.0,6.0,4.0,11.0,7.0,3.0,4.0,2.0
220918112,EAGLE MOUNTAIN-,LAKE POINTE ELE,3,INDEPENDENT,5501 PARK DR,FORT WORTH,76179,10.0,0.0,0.0,5.0,26.0,0.0,0.0,54.0,16.0,0.0,0.0,35.0,8.0,0.0,0.0,15.0
220918113,EAGLE MOUNTAIN-,PARKVIEW ELEM.,3,INDEPENDENT,6225 CRYSTAL LK DR,FORT WORTH,76179,10.0,1.0,4.0,3.0,29.0,5.0,11.0,23.0,17.0,2.0,7.0,12.0,6.0,1.0,1.0,6.0
220918114,EAGLE MOUNTAIN-,WILLOW CREEK EL,3,INDEPENDENT,1100 W MCLEROY BLVD,SAGINAW,76131,19.0,0.0,0.0,12.0,30.0,0.0,0.0,30.0,13.0,0.0,0.0,20.0,5.0,0.0,0.0,9.0
220918115,EAGLE MOUNTAIN-,DOZIER ELEM.,3,INDEPENDENT,6201 REDEAGLE CREEK DR,FORT WORTH,76179,16.0,0.0,0.0,5.0,54.0,0.0,13.0,26.0,31.0,0.0,6.0,18.0,12.0,0.0,4.0,11.0
220919101,CARROLL ISD,JACK D. JOHNSON,3,INDEPENDENT,1301 N CARROLL AVE,SOUTHLAKE,76092-9757,0.0,0.0,0.0,1.0,12.0,29.0,0.0,70.0,7.0,29.0,0.0,60.0,6.0,21.0,0.0,44.0
220919102,CARROLL ISD,CARROLL ELEM.,3,INDEPENDENT,1705 W CONTINENTAL BLVD,SOUTHLAKE,76092-9309,0.0,0.0,0.0,0.0,11.0,29.0,0.0,57.0,9.0,28.0,0.0,52.0,6.0,19.0,0.0,37.0
220919103,CARROLL ISD,WALNUT GROVE EL,3,INDEPENDENT,2520 N WHITE CHAPEL BLVD,SOUTHLAKE,76092-9405,0.0,1.0,0.0,1.0,11.0,41.0,5.0,98.0,9.0,39.0,5.0,88.0,5.0,30.0,1.0,66.0
220919104,CARROLL ISD,ROBERT H. ROCKE,3,INDEPENDENT,301 BYRON NELSON PKWY,SOUTHLAKE,76092-9405,0.0,0.0,0.0,3.0,15.0,14.0,0.0,59.0,11.0,14.0,0.0,50.0,8.0,14.0,0.0,35.0
220919107,CARROLL ISD,OLD UNION ELEM.,3,INDEPENDENT,1050 S CARROLL AVE,SOUTHLAKE,76092,1.0,0.0,0.0,0.0,6.0,11.0,0.0,56.0,4.0,11.0,0.0,55.0,3.0,10.0,0.0,38.0
220920101,WHITE SETTLEMEN,LIBERTY ELEM.,3,INDEPENDENT,7976 WHITNEY DR,WHITE SETTLEMENT,76108-2512,1.0,0.0,1.0,4.0,25.0,0.0,5.0,35.0,17.0,0.0,1.0,27.0,8.0,0.0,0.0,13.0
220920102,WHITE SETTLEMEN,NORTH ELEM.,3,INDEPENDENT,9850 LEGACY DR,WHITE SETTLEMENT,76108,6.0,0.0,2.0,5.0,32.0,0.0,9.0,50.0,15.0,0.0,3.0,31.0,10.0,0.0,3.0,12.0
220920103,WHITE SETTLEMEN,WEST ELEM.,3,INDEPENDENT,8901 WHITE SETTLEMENT RD,WHITE SETTLEMENT,76108-2023,9.0,0.0,4.0,9.0,20.0,0.0,4.0,23.0,8.0,0.0,2.0,12.0,2.0,0.0,0.0,4.0
220920104,WHITE SETTLEMEN,BLUE HAZE ELEM.,3,INDEPENDENT,601 BLUE HAZE DR,FORT WORTH,76108-4061,13.0,0.0,3.0,12.0,22.0,0.0,6.0,58.0,14.0,0.0,4.0,39.0,6.0,0.0,2.0,25.0
220920106,WHITE SETTLEMEN,FINE ARTS ACAD.,3,INDEPENDENT,8301 DOWNE DR,FORT WORTH,76108,1.0,0.0,0.0,0.0,16.0,0.0,0.0,26.0,11.0,0.0,0.0,20.0,7.0,0.0,0.0,10.0
221801005,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,2407-A SAM HOUSTON AVE,HUNTSVILLE,77340,5.0,0.0,2.0,7.0,4.0,0.0,8.0,14.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0
221801011,TEXAS COLLEGE P,AMARILLO COLLEG,3,CHARTER,6000 S GEORGIA,AMARILLO,79119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0
221801014,TEXAS COLLEGE P,COPPELL CLASSIC,3,CHARTER,140 S HEARTZ RD,COPPELL,75019,3.0,0.0,6.0,2.0,10.0,19.0,6.0,13.0,6.0,14.0,2.0,10.0,1.0,10.0,0.0,5.0
221801022,TEXAS COLLEGE P,ISCHOOL VIRTUAL,3,CHARTER,1800 LAKEWAY DR,LEWISVILLE,75057,4.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
221801023,TEXAS COLLEGE P,CARROLLTON CLAS,3,CHARTER,2400 N JOSEY LN,CARROLLTON,75006,5.0,0.0,0.0,3.0,6.0,9.0,5.0,13.0,6.0,9.0,2.0,9.0,4.0,5.0,1.0,4.0
221801025,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,202 THOMASON ST,WILLIS,77378,3.0,0.0,0.0,3.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
221801026,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,3024 ANITA DR,GARLAND,75041,2.0,0.0,0.0,1.0,14.0,0.0,5.0,5.0,5.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0
221801033,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,1501 S WHEELER ST,JASPER,75951,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0
221801039,TEXAS COLLEGE P,CLAY CLASSICAL,3,CHARTER,3303 POTTERS HOUSE WAY,DALLAS,75236,4.0,0.0,6.0,0.0,8.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
221801043,TEXAS COLLEGE P,FOUNDERS CLASSI,3,CHARTER,1010 BELLAIRE BLVD,LEWISVILLE,75067,0.0,0.0,2.0,4.0,11.0,12.0,3.0,27.0,5.0,11.0,2.0,18.0,4.0,8.0,0.0,8.0
221801044,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,2110 S MCCOLL RD,EDINBURG,78539,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
221801045,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,1303 E HOUSTON AVE,CROCKETT,75835,1.0,0.0,4.0,0.0,5.0,0.0,6.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0
221801046,TEXAS COLLEGE P,TYLER CLASSICAL,3,CHARTER,3405 E GRANDE BLVD,TYLER,75707,2.0,0.0,3.0,8.0,14.0,0.0,6.0,22.0,9.0,0.0,5.0,14.0,3.0,0.0,2.0,7.0
221801048,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,1504 E 51ST ST BLDG E,AUSTIN,78723,1.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0
221801050,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,6565 RESEARCH FOREST DR,THE WOODLANDS,77381,3.0,0.0,4.0,3.0,10.0,0.0,1.0,18.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,5.0
221801052,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,10255 EASTEX FWY,BEAUMONT,77708,0.0,0.0,6.0,4.0,0.0,0.0,9.0,15.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,7.0
221801055,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,6109 FAIRMONT PKWY,PASADENA,77505,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
221801057,TEXAS COLLEGE P,VISTA ACAD. OF,3,CHARTER,901 WILSON RD,HUMBLE,77338,8.0,0.0,7.0,0.0,16.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
221801058,TEXAS COLLEGE P,FOUNDERS CLASSI,3,CHARTER,1303 LEANDER DR,LEANDER,78641,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,10.0
221801059,TEXAS COLLEGE P,RICHARDSON CLAS,3,CHARTER,2101 E RENNER RD,RICHARDSON,75082,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
221801060,TEXAS COLLEGE P,DENTON CLASSICA,3,CHARTER,4420 COUNTRY CLUB RD,DENTON,76210,3.0,0.0,0.0,4.0,4.0,0.0,0.0,19.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0
221801061,TEXAS COLLEGE P,FOUNDERS CLASSI,3,CHARTER,790 WINDBELL CIR BLDG 1-11,MESQUITE,75149,27.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
