CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level
220905220,FORT WORTH ISD,ALICE D. CONTRE,5,INDEPENDENT,4100 LUBBOCK AVE,FORT WORTH,76115,31,50,27,10
220905222,FORT WORTH ISD,CLIFFORD DAVIS,5,INDEPENDENT,4400 CAMPUS DR,FT WORTH,76119,36,62,32,19
220905223,FORT WORTH ISD,CESAR CHAVEZ PR,5,INDEPENDENT,3710 DEEN RD,FT WORTH,76106,14,55,33,18
220905225,FORT WORTH ISD,BONNIE BRAE ELE,5,INDEPENDENT,3504 KIMBO RD,FT WORTH,76111,5,61,39,26
220905226,FORT WORTH ISD,SEMINARY HILLS,5,INDEPENDENT,5037 TOWNSEND DR,FORT WORTH,76115,16,31,14,6
220905227,FORT WORTH ISD,DOLORES HUERTA,5,INDEPENDENT,3309 W LONG AVE,FORT WORTH,76106,27,59,38,18
220906007,GRAPEVINE-COLLE,IUNIVERSITY PRE,5,INDEPENDENT,3051 IRA E WOODS AVE,GRAPEVINE,76051,2,21,18,12
220906101,GRAPEVINE-COLLE,CANNON ELEM.,5,INDEPENDENT,1300 W COLLEGE ST,GRAPEVINE,76051,3,79,69,54
220906102,GRAPEVINE-COLLE,COLLEYVILLE ELE,5,INDEPENDENT,5911 PLEASANT RUN RD,COLLEYVILLE,76034,4,89,80,65
220906103,GRAPEVINE-COLLE,DOVE ELEM.,5,INDEPENDENT,1932 DOVE RD,GRAPEVINE,76051,12,75,40,31
220906104,GRAPEVINE-COLLE,TIMBERLINE ELEM,5,INDEPENDENT,3220 TIMBERLINE DR,GRAPEVINE,76051,23,72,39,21
220906105,GRAPEVINE-COLLE,TAYLOR ELEM.,5,INDEPENDENT,5300 POOL RD,COLLEYVILLE,76034,6,71,56,33
220906106,GRAPEVINE-COLLE,BEAR CREEK ELEM,5,INDEPENDENT,401 BEAR CREEK DR,EULESS,76039,7,97,73,58
220906107,GRAPEVINE-COLLE,HERITAGE ELEM.,5,INDEPENDENT,4500 HERITAGE AVE,GRAPEVINE,76051,0,85,80,68
220906108,GRAPEVINE-COLLE,BRANSFORD ELEM.,5,INDEPENDENT,601 GLADE RD,COLLEYVILLE,76034,2,80,71,47
220906109,GRAPEVINE-COLLE,GRAPEVINE ELEM.,5,INDEPENDENT,1801 HALL JOHNSON RD,GRAPEVINE,76051,4,96,79,60
220906110,GRAPEVINE-COLLE,SILVER LAKE ELE,5,INDEPENDENT,1301 N DOOLEY,GRAPEVINE,76051,11,68,51,40
220906111,GRAPEVINE-COLLE,GLENHOPE ELEM.,5,INDEPENDENT,6600 GLENHOPE CIR,COLLEYVILLE,76034,5,87,80,60
220907044,KELLER ISD,INDIAN SPRINGS,5,INDEPENDENT,305 BURSEY RD,KELLER,76248,20,198,167,130
220907046,KELLER ISD,TIMBERVIEW M.S.,5,INDEPENDENT,10300 OLD DENTON RD,FORT WORTH,76244,31,270,204,135
220907047,KELLER ISD,VISTA RIDGE M.S,5,INDEPENDENT,3201 THOMPSON RD,FORT WORTH,76137,40,145,100,66
220907101,KELLER ISD,KELLER-HARVEL E,5,INDEPENDENT,635 NORMA LN,KELLER,76248,,,,
220907104,KELLER ISD,BEAR CREEK INTE,5,INDEPENDENT,801 BEAR CREEK PKWY,KELLER,76248,14,474,413,335
220907107,KELLER ISD,CHISHOLM TRAIL,5,INDEPENDENT,3901 SUMMERFIELDS BLVD,FORT WORTH,76137,104,357,200,122
220907110,KELLER ISD,WILLIS LANE ELE,5,INDEPENDENT,1620 WILLIS LN,KELLER,76248,,,,
220907114,KELLER ISD,PARKWOOD HILL I,5,INDEPENDENT,8201 PARKWOOD HILL BLVD,FORT WORTH,76137,55,532,417,292
220907116,KELLER ISD,BLUEBONNET ELEM,5,INDEPENDENT,7000 TEAL DR,FORT WORTH,76137,,,,
220907123,KELLER ISD,TRINITY MEADOWS,5,INDEPENDENT,3500 KELLER-HICKS RD,KELLER,76244,53,442,295,197
220907129,KELLER ISD,RIDGEVIEW ELEM.,5,INDEPENDENT,1601 MARSHALL RIDGE PKWY,KELLER,76248,,,,
220908201,MANSFIELD ISD,MARY ORR INTERM,5,INDEPENDENT,2900 E BROAD ST,MANSFIELD,76063,40,436,328,230
220908202,MANSFIELD ISD,CROSS TIMBERS I,5,INDEPENDENT,2934 RUSSELL RD,ARLINGTON,76001,72,302,198,123
220908204,MANSFIELD ISD,DONNA SHEPARD I,5,INDEPENDENT,1280 FM 1187,MANSFIELD,76063,29,438,357,248
220908205,MANSFIELD ISD,DELLA ICENHOWER,5,INDEPENDENT,8100 WEBB FERRELL RD,ARLINGTON,76002,47,374,249,164
220908206,MANSFIELD ISD,MARY LILLARD IN,5,INDEPENDENT,1301 N DAY MIAR RD,MANSFIELD,76063,29,495,371,268
220908207,MANSFIELD ISD,ASA E. LOW JR.,5,INDEPENDENT,1526 N WALNUT CREEK DR,MANSFIELD,76063,37,379,297,207
220910043,LAKE WORTH ISD,N.A. HOWRY INTE,5,INDEPENDENT,4000 DAKOTA TRL,LAKE WORTH,76135,89,166,71,30
220912111,CROWLEY ISD,SUE CROUCH INTE,5,INDEPENDENT,8036 CEDAR LK LN,FORT WORTH,76123,64,225,149,107
220912112,CROWLEY ISD,S.H. CROWLEY IN,5,INDEPENDENT,10525 MCCART AVE,FORT WORTH,76123,76,195,106,60
220912113,CROWLEY ISD,DAVID L. WALKER,5,INDEPENDENT,9901 HEMPHILL ST,FORT WORTH,76123,109,190,102,55
220912114,CROWLEY ISD,MARY HARRIS INT,5,INDEPENDENT,8400 W CLEBURNE RD,FORT WORTH,76123,96,216,118,65
220914101,KENNEDALE ISD,JAMES A. ARTHUR,5,INDEPENDENT,100 MISTLETOE,KENNEDALE,76060,39,204,136,75
220915104,AZLE ISD,AZLE ELEM.,5,INDEPENDENT,1200 LAKEVIEW DR,AZLE,76020,83,199,94,43
220915107,AZLE ISD,W.E. HOOVER ELE,5,INDEPENDENT,484 SANDY BEACH RD,AZLE,76020,24,197,131,74
220916102,HURST-EULESS-BE,BELLAIRE ELEM.,5,INDEPENDENT,501 BELLAIRE DR,HURST,76053,12,66,52,35
220916103,HURST-EULESS-BE,HARRISON LANE E,5,INDEPENDENT,1000 HARRISON LN,HURST,76053,12,66,47,32
220916105,HURST-EULESS-BE,NORTH EULESS EL,5,INDEPENDENT,1101 DENTON DR,EULESS,76039,16,91,62,36
220916106,HURST-EULESS-BE,OAKWOOD TERRACE,5,INDEPENDENT,700 RANGER RD,EULESS,76040,13,65,48,28
220916107,HURST-EULESS-BE,SHADY OAKS ELEM,5,INDEPENDENT,1400 CAVENDER DR,HURST,76053,10,80,65,48
220916108,HURST-EULESS-BE,SOUTH EULESS EL,5,INDEPENDENT,605 S MAIN ST,EULESS,76040,14,63,42,28
220916110,HURST-EULESS-BE,STONEGATE ELEM.,5,INDEPENDENT,900 BEDFORD EULESS RD,BEDFORD,76022,12,61,43,31
220916111,HURST-EULESS-BE,WEST HURST ELEM,5,INDEPENDENT,501 PRECINCT LINE RD,HURST,76053,18,58,38,17
220916112,HURST-EULESS-BE,WILSHIRE ELEM.,5,INDEPENDENT,420 WILSHIRE DR,EULESS,76040,5,116,87,64
220916113,HURST-EULESS-BE,DONNA PARK,5,INDEPENDENT,1125 SCOTT DR,HURST,76053,18,53,34,21
220916114,HURST-EULESS-BE,MIDWAY PARK ELE,5,INDEPENDENT,409 N ECTOR DR,EULESS,76039,15,68,55,32
220916115,HURST-EULESS-BE,HURST HILLS ELE,5,INDEPENDENT,525 BILLIE RUTH LN,HURST,76053,19,62,51,36
220916116,HURST-EULESS-BE,BELL MANOR ELEM,5,INDEPENDENT,1300 WINCHESTER WAY,BEDFORD,76022,17,86,53,39
220916117,HURST-EULESS-BE,SHADY BROOK ELE,5,INDEPENDENT,2601 SHADY BROOK DR,BEDFORD,76021,8,59,34,18
220916118,HURST-EULESS-BE,LAKEWOOD ELEM.,5,INDEPENDENT,1600 DONLEY DR,EULESS,76039,15,86,61,43
220916119,HURST-EULESS-BE,BEDFORD HEIGHTS,5,INDEPENDENT,1000 CUMMINGS DR,BEDFORD,76021,2,94,73,43
220916121,HURST-EULESS-BE,SPRING GARDEN E,5,INDEPENDENT,2400 CUMMINGS RD,BEDFORD,76021,12,63,41,27
220916122,HURST-EULESS-BE,MEADOW CREEK EL,5,INDEPENDENT,3001 HARWOOD,BEDFORD,76021,3,109,86,61
220916123,HURST-EULESS-BE,RIVER TRAILS EL,5,INDEPENDENT,8850 ELBE TRL,FORT WORTH,76118,14,89,69,40
220916125,HURST-EULESS-BE,VIRIDIAN ELEM.,5,INDEPENDENT,4001 CASCADE SKY DR,ARLINGTON,76005,3,111,88,69
220917101,CASTLEBERRY ISD,A.V. CATO ELEM.,5,INDEPENDENT,4501 BARBARA RD,FORT WORTH,76114,22,83,51,34
220917102,CASTLEBERRY ISD,CASTLEBERRY ELE,5,INDEPENDENT,1100 ROBERTS CUT-OFF,FORT WORTH,76114,38,92,50,22
220917104,CASTLEBERRY ISD,JOY JAMES ELEM.,5,INDEPENDENT,5300 BUCHANAN ST,FORT WORTH,76114,16,56,29,16
220918101,EAGLE MOUNTAIN-,L.A. GILILLAND,5,INDEPENDENT,701 WAGGOMAN RD,FORT WORTH,76131,24,76,44,23
220918102,EAGLE MOUNTAIN-,EAGLE MOUNTAIN,5,INDEPENDENT,9700 MORRIS DIDO NEWARK RD,FORT WORTH,76179,15,110,83,59
220918103,EAGLE MOUNTAIN-,SAGINAW ELEM.,5,INDEPENDENT,301 W MCLEROY BLVD,SAGINAW,76179,13,48,35,26
220918104,EAGLE MOUNTAIN-,BRYSON ELEM.,5,INDEPENDENT,8601 OLD DECATUR RD,FORT WORTH,76179,15,75,38,24
220918105,EAGLE MOUNTAIN-,ELKINS ELEM.,5,INDEPENDENT,7250 ELKINS SCHOOL RD,FORT WORTH,76179,6,59,41,28
220918106,EAGLE MOUNTAIN-,HIGH COUNTRY EL,5,INDEPENDENT,1301 HIGH COUNTRY TRL,FORT WORTH,76131,19,104,69,42
220918107,EAGLE MOUNTAIN-,REMINGTON POINT,5,INDEPENDENT,6000 OLD DECATUR RD,FORT WORTH,76179,15,82,61,35
220918108,EAGLE MOUNTAIN-,CHISHOLM RIDGE,5,INDEPENDENT,8301 RUNNING RIVER,FORT WORTH,76131,21,107,71,42
220918109,EAGLE MOUNTAIN-,GREENFIELD ELEM,5,INDEPENDENT,6020 TEN MILE BRIDGE RD,FORT WORTH,76135,8,115,101,65
220918110,EAGLE MOUNTAIN-,COMANCHE SPRING,5,INDEPENDENT,8100 COMANCHE SPRINGS DR,FORT WORTH,76131,16,123,85,51
220918111,EAGLE MOUNTAIN-,NORTHBROOK ELEM,5,INDEPENDENT,2500 CANTRELL SANSOM RD,FORT WORTH,76131,24,76,45,24
220918112,EAGLE MOUNTAIN-,LAKE POINTE ELE,5,INDEPENDENT,5501 PARK DR,FORT WORTH,76179,12,133,105,69
220918113,EAGLE MOUNTAIN-,PARKVIEW ELEM.,5,INDEPENDENT,6225 CRYSTAL LK DR,FORT WORTH,76179,21,80,50,30
220918114,EAGLE MOUNTAIN-,WILLOW CREEK EL,5,INDEPENDENT,1100 W MCLEROY BLVD,SAGINAW,76131,25,80,56,35
220918115,EAGLE MOUNTAIN-,DOZIER ELEM.,5,INDEPENDENT,6201 REDEAGLE CREEK DR,FORT WORTH,76179,20,118,81,43
220919106,CARROLL ISD,DON T. DURHAM I,5,INDEPENDENT,801 SHADY OAKS,SOUTHLAKE,76092,9,258,231,184
220919108,CARROLL ISD,EUBANKS INTERME,5,INDEPENDENT,500 S KIMBALL AVE,SOUTHLAKE,76092,1,197,183,153
220920105,WHITE SETTLEMEN,TANNAHILL INTER,5,INDEPENDENT,701 AMERICAN FLYER BLVD,FORT WORTH,76108,87,367,240,156
220920106,WHITE SETTLEMEN,FINE ARTS ACAD.,5,INDEPENDENT,8301 DOWNE DR,FORT WORTH,76108,2,49,36,27
221801005,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,2407-A SAM HOUSTON AVE,HUNTSVILLE,77340,7,24,11,4
221801011,TEXAS COLLEGE P,AMARILLO COLLEG,5,CHARTER,6000 S GEORGIA,AMARILLO,79119,3,30,20,10
221801014,TEXAS COLLEGE P,COPPELL CLASSIC,5,CHARTER,140 S HEARTZ RD,COPPELL,75019,6,48,35,22
221801020,TEXAS COLLEGE P,CORINTH CLASSIC,5,CHARTER,800 POINT VISTA DR STE 518,HICKORY CREEK,75065,1,65,50,38
221801022,TEXAS COLLEGE P,ISCHOOL VIRTUAL,5,CHARTER,1800 LAKEWAY DR,LEWISVILLE,75057,23,21,11,5
221801023,TEXAS COLLEGE P,CARROLLTON CLAS,5,CHARTER,2400 N JOSEY LN,CARROLLTON,75006,5,38,25,15
221801025,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,202 THOMASON ST,WILLIS,77378,5,13,8,4
221801026,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,3024 ANITA DR,GARLAND,75041,2,23,12,4
221801033,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1501 S WHEELER ST,JASPER,75951,1,9,9,7
221801039,TEXAS COLLEGE P,CLAY CLASSICAL,5,CHARTER,3303 POTTERS HOUSE WAY,DALLAS,75236,4,36,28,20
221801043,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,1010 BELLAIRE BLVD,LEWISVILLE,75067,14,57,30,19
221801044,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,2110 S MCCOLL RD,EDINBURG,78539,2,21,16,10
221801045,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1303 E HOUSTON AVE,CROCKETT,75835,2,13,3,2
221801046,TEXAS COLLEGE P,TYLER CLASSICAL,5,CHARTER,3405 E GRANDE BLVD,TYLER,75707,13,35,18,14
221801048,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,1504 E 51ST ST BLDG E,AUSTIN,78723,2,21,10,4
221801050,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,6565 RESEARCH FOREST DR,THE WOODLANDS,77381,12,29,13,5
221801052,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,10255 EASTEX FWY,BEAUMONT,77708,9,13,8,6
221801055,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,6109 FAIRMONT PKWY,PASADENA,77505,9,13,7,3
221801057,TEXAS COLLEGE P,VISTA ACAD. OF,5,CHARTER,901 WILSON RD,HUMBLE,77338,7,36,25,17
221801058,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,1303 LEANDER DR,LEANDER,78641,4,52,28,13
221801059,TEXAS COLLEGE P,RICHARDSON CLAS,5,CHARTER,2101 E RENNER RD,RICHARDSON,75082,4,15,9,6
221801060,TEXAS COLLEGE P,DENTON CLASSICA,5,CHARTER,4420 COUNTRY CLUB RD,DENTON,76210,0,14,11,6
221801061,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,790 WINDBELL CIR BLDG 1-11,MESQUITE,75149,18,49,27,15
221801062,TEXAS COLLEGE P,MAINLAND PREP.,5,CHARTER,319 NEWMAN RD,LA MARQUE,77568,21,22,10,7
221801063,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,500 PARKER SQUARE,FLOWER MOUND,75028,3,48,36,28
221801065,TEXAS COLLEGE P,FALLBROOK ACAD.,5,CHARTER,12512 WALTERS RD,HOUSTON,77014,3,23,14,12
221801066,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,8453 E FM 1518 N,SCHERTZ,78154,12,42,24,13
221801067,TEXAS COLLEGE P,CLASSICAL ACAD.,5,CHARTER,4320 W ILLINOIS AVE STE A,MIDLAND,79073,8,24,16,12
221801068,TEXAS COLLEGE P,FOUNDERS CLASSI,5,CHARTER,10710 FRISCO ST,FRISCO,75034,4,70,58,44
221901008,ABILENE ISD,JUVENILE DETENT,5,INDEPENDENT,889 S 25TH ST,ABILENE,79602,,,,
221901102,ABILENE ISD,AUSTIN ELEM.,5,INDEPENDENT,2341 GREENBRIAR DR,ABILENE,79605,7,89,66,35
221901103,ABILENE ISD,BONHAM ELEM.,5,INDEPENDENT,717 BUCCANEER DR,ABILENE,79605,28,69,43,27
221901104,ABILENE ISD,BOWIE ELEM.,5,INDEPENDENT,2034 JEANETTE ST,ABILENE,79602,18,73,42,23
221901108,ABILENE ISD,DYESS ELEM.,5,INDEPENDENT,402 DELAWARE,ABILENE,79607,16,61,39,20
221901112,ABILENE ISD,JACKSON ELEM.,5,INDEPENDENT,2650 S 32ND ST,ABILENE,79605,15,66,32,21
221901113,ABILENE ISD,JOHNSTON ELEM.,5,INDEPENDENT,3633 N 14TH ST,ABILENE,79603,27,81,41,22
221901116,ABILENE ISD,LEE ELEM.,5,INDEPENDENT,1026 N PIONEER DR,ABILENE,79603,42,44,21,7
221901120,ABILENE ISD,REAGAN ELEM.,5,INDEPENDENT,5340 HARTFORD ST,ABILENE,79605,25,55,31,17
221901121,ABILENE ISD,TAYLOR ELEM.,5,INDEPENDENT,916 E N 13TH ST,ABILENE,79601,16,93,63,40
221901124,ABILENE ISD,SAM HOUSTON,5,,,,,,,,
221901150,ABILENE ISD,WARD ELEM.,5,INDEPENDENT,3750 PAINT BRUSH,ABILENE,79606,6,76,36,19
221901151,ABILENE ISD,THOMAS ELEM.,5,INDEPENDENT,1240 LAKESIDE DR,ABILENE,79602,10,69,36,21
221901152,ABILENE ISD,ORTIZ ELEM.,5,INDEPENDENT,2550 VOGEL,ABILENE,79603,35,58,20,8
221901153,ABILENE ISD,BASSETTI ELEM.,5,INDEPENDENT,5749 HWY 277 S,ABILENE,79606,15,60,32,17
221901155,ABILENE ISD,MARTINEZ ELEM.,5,INDEPENDENT,1250 MERCHANT ST,ABILENE,79603,28,68,34,16
221904102,MERKEL ISD,MERKEL ELEM.,5,INDEPENDENT,1512 STH 5TH,MERKEL,79536,10,69,47,31
221905001,TRENT ISD,TRENT INDEPENDE,5,INDEPENDENT,12821 E INTERSTATE 20,TRENT,79561,0,9,6,3
221911101,JIM NED CISD,LAWN ELEM.,5,INDEPENDENT,318 AVE E,LAWN,79530,0,43,34,21
221911102,JIM NED CISD,BUFFALO GAP ELE,5,INDEPENDENT,665 VINE ST,BUFFALO GAP,79508,1,44,36,26
221912103,WYLIE ISD,WYLIE INTERMEDI,5,INDEPENDENT,3158 BELTWAY S,ABILENE,79606,3,155,128,100
221912107,WYLIE ISD,WYLIE M.S.,5,,,,,1,202,175,131
222901001,TERRELL COUNTY,SANDERSON SCHOO,5,INDEPENDENT,310 N SECOND ST,SANDERSON,79848,1,12,11,8
223901102,BROWNFIELD ISD,OAK GROVE ELEM.,5,INDEPENDENT,1000 CACTUS LN,BROWNFIELD,79316,58,73,48,23
223902001,MEADOW ISD,MEADOW SCHOOL,5,INDEPENDENT,604-4TH ST,MEADOW,79345,5,11,6,3
223904001,WELLMAN-UNION C,WELLMAN-UNION S,5,INDEPENDENT,501 TERRY AVE,WELLMAN,79378,2,17,7,5
224901001,THROCKMORTON CO,THROCKMORTON CO,5,INDEPENDENT,210 COLLEGE ST,THROCKMORTON,76483,6,6,1,1
224902001,WOODSON ISD,WOODSON SCHOOL,5,INDEPENDENT,207 E HILL,WOODSON,76491,2,9,6,3
225902042,MOUNT PLEASANT,P.E. WALLACE M.,5,INDEPENDENT,504 DUNN AVE,MOUNT PLEASANT,75455,77,311,182,106
225906101,CHAPEL HILL ISD,CHAPEL HILL ELE,5,INDEPENDENT,1069 CR 4660,MOUNT PLEASANT,75455,3,81,67,50
225907101,HARTS BLUFF ISD,HARTS BLUFF ELE,5,INDEPENDENT,3506 FM 1402,MOUNT PLESANT,75455,14,64,39,19
226801001,TEXAS LEADERSHI,TLC ACAD.,5,CHARTER,5687 MELROSE,SAN ANGELO,76901,20,80,30,19
226801002,TEXAS LEADERSHI,TEXAS LEADERSHI,5,CHARTER,3300 THOMAS AVE,MIDLAND,79703,34,23,2,1
226801003,TEXAS LEADERSHI,TEXAS LEADERSHI,5,CHARTER,2001 BROWN BLVD,ARLINGTON,76006,15,39,14,5
226801004,TEXAS LEADERSHI,TEXAS LEADERSHI,5,CHARTER,1840 N 8TH ST,ABILENE,79603,10,36,22,13
226901101,CHRISTOVAL ISD,CHRISTOVAL ELEM,5,INDEPENDENT,20000 RUDD ST,CHRISTOVAL,76935,4,35,20,9
226903101,SAN ANGELO ISD,ALTA LOMA ELEM.,5,INDEPENDENT,1700 N GARFIELD ST,SAN ANGELO,76901,17,36,17,9
226903102,SAN ANGELO ISD,AUSTIN ELEM.,5,INDEPENDENT,700 N VAN BUREN ST,SAN ANGELO,76901,32,51,25,11
226903103,SAN ANGELO ISD,BELAIRE ELEM.,5,INDEPENDENT,700 STEPHENS ST,SAN ANGELO,76905,14,41,22,13
226903105,SAN ANGELO ISD,BOWIE ELEM.,5,INDEPENDENT,3700 FOREST TRL,SAN ANGELO,76901,27,47,24,11
226903106,SAN ANGELO ISD,BRADFORD ELEM.,5,INDEPENDENT,2302 BRADFORD ST,SAN ANGELO,76903,28,52,30,17
226903108,SAN ANGELO ISD,CROCKETT ELEM.,5,INDEPENDENT,2104 JOHNSON AVE,SAN ANGELO,76904,19,42,20,14
226903110,SAN ANGELO ISD,FANNIN ELEM.,5,INDEPENDENT,1702 WILSON ST,SAN ANGELO,76901,7,51,34,15
226903111,SAN ANGELO ISD,FORT CONCHO ELE,5,INDEPENDENT,310 E WASHINGTON DR,SAN ANGELO,76903,13,74,56,45
226903112,SAN ANGELO ISD,GLENMORE ELEM.,5,INDEPENDENT,323 PENROSE ST,SAN ANGELO,76903,15,37,26,14
226903113,SAN ANGELO ISD,GOLIAD ELEM.,5,INDEPENDENT,120 E 39TH ST,SAN ANGELO,76903,25,70,48,33
226903114,SAN ANGELO ISD,HOLIMAN ELEM.,5,INDEPENDENT,1900 RICKS DR,SAN ANGELO,76905,18,45,22,10
226903115,SAN ANGELO ISD,MCGILL ELEM.,5,INDEPENDENT,201 MILLSPAUGH ST,SAN ANGELO,76901,8,44,29,15
226903116,SAN ANGELO ISD,REAGAN ELEM.,5,INDEPENDENT,1600 VOLNEY ST,SAN ANGELO,76903,18,26,16,6
226903119,SAN ANGELO ISD,SAN JACINTO ELE,5,INDEPENDENT,800 SPAULDING ST,SAN ANGELO,76903,23,30,13,6
226903120,SAN ANGELO ISD,SANTA RITA ELEM,5,INDEPENDENT,615 S MADISON ST,SAN ANGELO,76901,4,58,52,40
226903122,SAN ANGELO ISD,BONHAM ELEM.,5,INDEPENDENT,4630 SOUTHLAND,SAN ANGELO,76904,18,84,61,39
226903123,SAN ANGELO ISD,LAMAR ELEM.,5,INDEPENDENT,3444 SCHOOL HOUSE RD,SAN ANGELO,76904,28,66,23,7
226905101,WATER VALLEY IS,WATER VALLEY EL,5,INDEPENDENT,15575 ADAMS AVE,WATER VALLEY,76958,6,26,12,7
226906101,WALL ISD,WALL ELEM.,5,INDEPENDENT,8065 LOOP 570,WALL,76957,2,88,80,64
226907101,GRAPE CREEK ISD,GRAPE CREEK INT,5,INDEPENDENT,9633 GRAPE CREEK RD,SAN ANGELO,76901,16,73,48,25
226908101,VERIBEST ISD,VERIBEST ELEM.,5,INDEPENDENT,10062 F M HWY 380,VERIBEST,76886,4,16,12,7
227803101,WAYSIDE SCHOOLS,WAYSIDE EDEN PA,5,CHARTER,6215 MANCHACA RD,AUSTIN,78745,14,35,27,19
227803102,WAYSIDE SCHOOLS,WAYSIDE REAL LE,5,CHARTER,6405 S IH 35,AUSTIN,78744,10,79,54,37
227803103,WAYSIDE SCHOOLS,WAYSIDE ALTAMIR,5,CHARTER,10704 BRADSHAW RD,AUSTIN,78747,16,37,20,13
227804101,NYOS CHARTER SC,NYOS CHARTER SC,5,CHARTER,12301 N LAMAR BLVD,AUSTIN,78753,5,64,48,33
227805041,TEXAS EMPOWERME,TEXAS EMPOWERME,5,CHARTER,6414 N HAMPTON DR,AUSTIN,78724,6,28,19,8
227806009,UNIVERSITY OF T,PATHFINDER CAMP,5,CHARTER,20800 FM 150 W,DRIFTWOOD,78619,,,,
227806015,UNIVERSITY OF T,GEORGE M. KOZME,5,CHARTER,2200 E 6TH ST,AUSTIN,78702,,,,
227806023,UNIVERSITY OF T,PATHWAYS 3H CAM,5,CHARTER,110 YOUTH RANCH CIR,MOUNTAIN HOME,78058,3,2,0,0
227806024,UNIVERSITY OF T,TNC CAMPUS (TEX,5,CHARTER,1106 W DITTMAR RD,AUSTIN,78745,,,,
227806029,UNIVERSITY OF T,DEPELCHIN-RICHM,5,CHARTER,704 S 7TH ST,RICHMOND,77469,,,,
227806030,UNIVERSITY OF T,LAUREL RIDGE,5,CHARTER,17720 CORPORATE WOODS DR,SAN ANTONIO,78259,5,1,1,0
227806031,UNIVERSITY OF T,OLYMPIA HILLS,5,CHARTER,2122 GREEN MEADOWS,BUDA,78610,0,6,5,4
227806032,UNIVERSITY OF T,HELPING HAND,5,CHARTER,3804 AVE B,AUSTIN,78751,,,,
227806034,UNIVERSITY OF T,UT - UNIVERSITY,5,CHARTER,1603 BABCOCK RD STE 148,SAN ANTONIO,78229,,,,
227806037,UNIVERSITY OF T,SHRINERS HOSPIT,5,CHARTER,6977 MAIN ST,HOUSTON,77030,,,,
227806040,UNIVERSITY OF T,AUSTIN OAKS,5,CHARTER,1407 W STASSNEY LN,AUSTIN,78745,,,,
227814001,CHAPARRAL STAR,CHAPARRAL STAR,5,CHARTER,14046 SUMMIT DR,AUSTIN,78728,0,30,26,19
227816001,HARMONY SCIENCE,HARMONY SCIENCE,5,CHARTER,930 E RUNDBERG LN,AUSTIN,78753,27,41,27,16
227816003,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,11800 STONEHOLLOW DR,AUSTIN,78758,11,60,42,35
227816004,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,13415 FM 620 N,AUSTIN,78717,9,45,31,25
227816005,HARMONY SCIENCE,HARMONY SCHOOL,5,CHARTER,2124 E ST ELMO RD #A,AUSTIN,78744,14,70,47,28
227816006,HARMONY SCIENCE,HARMONY SCIENCE,5,CHARTER,12200 ANDERSON MILL RD,AUSTIN,78726,4,33,29,19
227817101,CEDARS INTERNAT,CEDARS INTERNAT,5,CHARTER,8416 N IH-35,AUSTIN,78753,4,35,22,7
227819101,UNIVERSITY OF T,UNIVERSITY OF T,5,CHARTER,2200 E 6TH ST,AUSTIN,78702,4,34,17,12
227820041,KIPP: TEXAS PUB,KIPP: AUSTIN CO,5,CHARTER,8004 CAMERON RD,AUSTIN,78754,24,89,60,43
227820042,KIPP: TEXAS PUB,KIPP: AUSTIN AC,5,CHARTER,8509 FM 969 BLDG A,AUSTIN,78724,14,98,65,37
227820043,KIPP: TEXAS PUB,KIPP: AUSTIN BE,5,CHARTER,5107 I-35 S,AUSTIN,78744,29,89,56,36
227820044,KIPP: TEXAS PUB,KIPP: AUSTIN VI,5,CHARTER,8509 FM 969 BLDG 676,AUSTIN,78724,42,55,30,13
227820050,KIPP: TEXAS PUB,KIPP: ACAD. M.S,5,CHARTER,10711 KIPP WAY ST,HOUSTON,77099,9,105,78,45
227820051,KIPP: TEXAS PUB,KIPP: 3D ACAD.,5,CHARTER,500 TIDWELL DR,HOUSTON,77022,29,89,61,37
227820052,KIPP: TEXAS PUB,KIPP: SHARPSTOW,5,CHARTER,8440 WESTPARK DR,HOUSTON,77063,8,103,75,42
227820053,KIPP: TEXAS PUB,KIPP: POLARIS A,5,CHARTER,9636 MESA DR,HOUSTON,77078,16,68,41,21
