CAMPUS,DNAME,CNAME,GRADE,District Type,School Site Street Address,School Site City,Zipcode,Below Grade Level,Approach Grade Level,Meet Grade Level,Master Grade Level,Income Below 75K,Income Over 100K,High School Diploma,Master Degree,Poverty Family,Non Poverty Family
227904101,PFLUGERVILLE IS,PFLUGERVILLE EL,5,INDEPENDENT,701 IMMANUAL RD,PFLUGERVILLE,78660.0,8.0,76.0,45.0,35.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904102,PFLUGERVILLE IS,PARMER LANE ELE,5,INDEPENDENT,1806 PARMER LN,AUSTIN,78727.0,3.0,48.0,24.0,14.0,24.0,15.0,2369.0,3015.0,154.0,1927.0
227904103,PFLUGERVILLE IS,TIMMERMAN ELEM.,5,INDEPENDENT,412 SWENSON FARMS BV,PFLUGERVILLE,78660.0,20.0,52.0,26.0,12.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904104,PFLUGERVILLE IS,NORTHWEST ELEM.,5,INDEPENDENT,14014 THERMAL DR,AUSTIN,78728.0,21.0,55.0,27.0,16.0,0.0,0.0,3053.0,1376.0,59.0,1228.0
227904105,PFLUGERVILLE IS,DESSAU ELEM.,5,INDEPENDENT,1501 DESSAU RIDGE LN,AUSTIN,78754.0,60.0,141.0,72.0,39.0,14.0,0.0,2931.0,1703.0,52.0,2178.0
227904106,PFLUGERVILLE IS,WINDERMERE ELEM,5,INDEPENDENT,1101 PICCADILLY DR,PFLUGERVILLE,78660.0,21.0,91.0,50.0,27.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904107,PFLUGERVILLE IS,RIVER OAKS ELEM,5,INDEPENDENT,12401 SCOFIELD FARMS DR,AUSTIN,78758.0,7.0,69.0,41.0,22.0,27.0,0.0,6743.0,2220.0,1109.0,2449.0
227904108,PFLUGERVILLE IS,BROOKHOLLOW ELE,5,INDEPENDENT,1200 RAILROAD AVE,PFLUGERVILLE,78660.0,9.0,73.0,40.0,30.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904109,PFLUGERVILLE IS,SPRINGHILL ELEM,5,INDEPENDENT,600 S HEATHERWILDE BLVD,PFLUGERVILLE,78660.0,12.0,88.0,60.0,32.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904111,PFLUGERVILLE IS,COPPERFIELD ELE,5,INDEPENDENT,12135 THOMPKINS DR,AUSTIN,78753.0,14.0,42.0,25.0,13.0,8.0,0.0,9552.0,1541.0,1423.0,3676.0
227904112,PFLUGERVILLE IS,MURCHISON ELEM.,5,INDEPENDENT,2215 KELLY LN,PFLUGERVILLE,78660.0,8.0,145.0,122.0,96.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904114,PFLUGERVILLE IS,CALDWELL ELEM.,5,INDEPENDENT,1718 PICADILLY DR,ROUND ROCK,78664.0,9.0,74.0,54.0,32.0,14.0,0.0,7332.0,3104.0,478.0,7298.0
227904115,PFLUGERVILLE IS,ROWE LANE ELEM.,5,INDEPENDENT,3112 SPEIDEL DR,PFLUGERVILLE,78660.0,5.0,132.0,124.0,89.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904116,PFLUGERVILLE IS,HIGHLAND PARK E,5,INDEPENDENT,528 KINGSTON LACY,PFLUGERVILLE,78660.0,12.0,90.0,64.0,37.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904117,PFLUGERVILLE IS,WIELAND ELEM.,5,INDEPENDENT,900 TUDOR HOUSE RD,PFLUGERVILLE,78660.0,11.0,49.0,31.0,21.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904118,PFLUGERVILLE IS,RIOJAS ELEM.,5,INDEPENDENT,3400 CRISPIN HILL,PFLUGERVILLE,78660.0,2.0,98.0,78.0,55.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904119,PFLUGERVILLE IS,RUTH BARRON ELE,5,INDEPENDENT,14850 HARRIS RIDGE,PFLUGERVILLE,78660.0,10.0,86.0,52.0,29.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227904120,PFLUGERVILLE IS,DEARING ELEM.,5,INDEPENDENT,4301 GATTIS SCHOOL RD,ROUND ROCK,78664.0,29.0,92.0,61.0,40.0,14.0,0.0,7332.0,3104.0,478.0,7298.0
227904121,PFLUGERVILLE IS,MOTT ELEM.,5,INDEPENDENT,20101 HODDE LN,PFLUGERVILLE,78660.0,10.0,112.0,82.0,51.0,39.0,0.0,10098.0,4929.0,713.0,10907.0
227905001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,5,TSD/TSBVI,1100 W 45TH ST,AUSTIN,78756.0,,,,,58.0,12.0,511.0,1472.0,0.0,390.0
227906001,TEXAS SCHOOL FO,TEXAS SCHOOL FO,5,TSD/TSBVI,1102 S CONGRESS AVE,AUSTIN,78704.0,16.0,3.0,1.0,0.0,91.0,0.0,2760.0,5045.0,146.0,1541.0
227907101,MANOR ISD,MANOR ELEM.,5,INDEPENDENT,12904 GREGG MANOR RD,MANOR,78653.0,10.0,34.0,21.0,14.0,52.0,0.0,2891.0,522.0,266.0,2348.0
227907102,MANOR ISD,BLUEBONNET TRAI,5,INDEPENDENT,11316 FARMHAVEN RD,AUSTIN,78754.0,14.0,62.0,48.0,37.0,14.0,0.0,2931.0,1703.0,52.0,2178.0
227907104,MANOR ISD,DECKER ELEM.,5,INDEPENDENT,8500 DECKER LN,AUSITN,78724.0,9.0,74.0,52.0,24.0,7.0,0.0,3067.0,499.0,845.0,2361.0
227907105,MANOR ISD,BLAKE MANOR ELE,5,INDEPENDENT,18010 BLAKE MANOR RD,MANOR,78653.0,9.0,74.0,51.0,27.0,52.0,0.0,2891.0,522.0,266.0,2348.0
227907106,MANOR ISD,PRESIDENTIAL ME,5,INDEPENDENT,13252 GEORGE BUSH ST,MANOR,78653.0,40.0,54.0,29.0,17.0,52.0,0.0,2891.0,522.0,266.0,2348.0
227907107,MANOR ISD,OAK MEADOWS ELE,5,INDEPENDENT,5600 DECKER LN,AUSTIN,78724.0,21.0,46.0,33.0,23.0,7.0,0.0,3067.0,499.0,845.0,2361.0
227907108,MANOR ISD,PIONEER CROSSIN,5,INDEPENDENT,11300 SAMSUNG BLVD,AUSTIN,78754.0,14.0,70.0,47.0,25.0,14.0,0.0,2931.0,1703.0,52.0,2178.0
227907109,MANOR ISD,SHADOWGLEN ELEM,5,INDEPENDENT,12000 SHADOWGLEN TRACE,MANOR,78653.0,29.0,69.0,41.0,22.0,52.0,0.0,2891.0,522.0,266.0,2348.0
227907111,MANOR ISD,LAGOS ELEM.,5,INDEPENDENT,11817 MURCHISON ST,MANOR,78653.0,5.0,68.0,56.0,42.0,52.0,0.0,2891.0,522.0,266.0,2348.0
227909101,EANES ISD,EANES ELEM.,5,INDEPENDENT,4101 BEE CAVE RD,AUSTIN,78746.0,4.0,113.0,97.0,72.0,147.0,108.0,748.0,4168.0,192.0,4739.0
227909102,EANES ISD,CEDAR CREEK ELE,5,INDEPENDENT,3301 PINNACLE RD,AUSTIN,78746.0,3.0,85.0,73.0,58.0,147.0,108.0,748.0,4168.0,192.0,4739.0
227909103,EANES ISD,VALLEY VIEW ELE,5,INDEPENDENT,1201 LOOP 360 S,AUSTIN,78746.0,13.0,90.0,66.0,44.0,147.0,108.0,748.0,4168.0,192.0,4739.0
227909104,EANES ISD,FOREST TRAIL EL,5,INDEPENDENT,1203 LOOP 360 S,AUSTIN,78746.0,0.0,100.0,85.0,72.0,147.0,108.0,748.0,4168.0,192.0,4739.0
227909105,EANES ISD,BARTON CREEK EL,5,INDEPENDENT,1370 PATTERSON RD,AUSTIN,78733.0,3.0,85.0,69.0,60.0,76.0,41.0,338.0,980.0,0.0,1701.0
227909106,EANES ISD,BRIDGE POINT EL,5,INDEPENDENT,6401 CEDAR ST,AUSTIN,78746.0,5.0,122.0,102.0,72.0,147.0,108.0,748.0,4168.0,192.0,4739.0
227910101,DEL VALLE ISD,POPHAM ELEM.,5,INDEPENDENT,7014 ELROY RD,DEL VALLE,78617.0,48.0,67.0,39.0,22.0,17.0,0.0,4102.0,329.0,697.0,3675.0
227910106,DEL VALLE ISD,SMITH ELEM.,5,INDEPENDENT,4209 SMITH SCHOOL RD,AUSTIN,78744.0,4.0,69.0,56.0,37.0,10.0,0.0,6906.0,920.0,911.0,4091.0
227910107,DEL VALLE ISD,HILLCREST ELEM.,5,INDEPENDENT,6910 E WILLIAM CANNON DR,AUSTIN,78744.0,29.0,64.0,29.0,15.0,10.0,0.0,6906.0,920.0,911.0,4091.0
227910108,DEL VALLE ISD,BATY ELEM.,5,INDEPENDENT,2101 FARO DR,AUSTIN,78741.0,24.0,38.0,12.0,6.0,0.0,0.0,5324.0,2018.0,548.0,1892.0
227910109,DEL VALLE ISD,HORNSBY-DUNLAP,5,INDEPENDENT,13901 F M RD 969,AUSTIN,78724.0,34.0,65.0,30.0,12.0,7.0,0.0,3067.0,499.0,845.0,2361.0
227910110,DEL VALLE ISD,DEL VALLE ELEM.,5,INDEPENDENT,5400 ROSS RD,DEL VALLE,78617.0,37.0,83.0,41.0,23.0,17.0,0.0,4102.0,329.0,697.0,3675.0
227910111,DEL VALLE ISD,CREEDMOOR ELEM.,5,INDEPENDENT,5604 FM 1327,CREEDMOOR,78610.0,34.0,69.0,28.0,12.0,87.0,0.0,3873.0,1872.0,280.0,3612.0
227910112,DEL VALLE ISD,JOSEPH GILBERT,5,INDEPENDENT,5412 GILBERT RD,AUSTIN,78724.0,28.0,79.0,41.0,23.0,7.0,0.0,3067.0,499.0,845.0,2361.0
227910113,DEL VALLE ISD,NEWTON COLLINS,5,INDEPENDENT,7609 APOGEE BLVD,AUSTIN,78744.0,32.0,66.0,31.0,19.0,10.0,0.0,6906.0,920.0,911.0,4091.0
227912102,LAGO VISTA ISD,LAGO VISTA INTE,5,INDEPENDENT,8039 BAR K RANCH RD,LAGO VISTA,78645.0,17.0,111.0,76.0,44.0,14.0,6.0,1578.0,605.0,38.0,994.0
227913101,LAKE TRAVIS ISD,LAKE TRAVIS ELE,5,INDEPENDENT,15303 KOLLMEYER,AUSTIN,78734.0,21.0,114.0,74.0,48.0,61.0,43.0,1538.0,1997.0,80.0,2327.0
227913102,LAKE TRAVIS ISD,LAKEWAY ELEM.,5,INDEPENDENT,1701 LOHMANS CROSSING RD,AUSTIN,78734.0,5.0,111.0,96.0,71.0,61.0,43.0,1538.0,1997.0,80.0,2327.0
227913103,LAKE TRAVIS ISD,BEE CAVE ELEM.,5,INDEPENDENT,14300 HAMILTON POOL RD,AUSTIN,78738.0,3.0,124.0,106.0,82.0,175.0,29.0,977.0,1822.0,137.0,2998.0
227913104,LAKE TRAVIS ISD,LAKE POINTE ELE,5,INDEPENDENT,11801 SONOMA DR,AUSTIN,78738.0,0.0,110.0,95.0,70.0,175.0,29.0,977.0,1822.0,137.0,2998.0
227913105,LAKE TRAVIS ISD,SERENE HILLS EL,5,INDEPENDENT,3301 SERENE HILLS DR,AUSTIN,78738.0,14.0,163.0,126.0,93.0,175.0,29.0,977.0,1822.0,137.0,2998.0
227913106,LAKE TRAVIS ISD,WEST CYPRESS HI,5,INDEPENDENT,6112 CYPRESS RANCH BLVD,SPICEWOOD,78669.0,7.0,122.0,94.0,72.0,38.0,103.0,1265.0,1037.0,101.0,1659.0
228901102,GROVETON ISD,GROVETON ELEM.,5,INDEPENDENT,N MAGEE & W 5TH ST,GROVETON,75845.0,7.0,43.0,26.0,11.0,0.0,0.0,729.0,69.0,64.0,262.0
228903103,TRINITY ISD,LANSBERRY ELEM.,5,INDEPENDENT,400 S MAPLE,TRINITY,75862.0,20.0,59.0,31.0,18.0,4.0,0.0,2167.0,207.0,193.0,679.0
228904001,CENTERVILLE ISD,CENTERVILLE H.S,5,INDEPENDENT,N ST HWY 94,GROVETON,75845.0,2.0,9.0,6.0,2.0,0.0,0.0,729.0,69.0,64.0,262.0
228905101,APPLE SPRINGS I,APPLE SPRINGS E,5,INDEPENDENT,9120 FM 2501,APPLE SPRINGS,75926.0,2.0,18.0,5.0,3.0,0.0,0.0,302.0,14.0,23.0,103.0
229901101,COLMESNEIL ISD,COLMESNEIL ELEM,5,INDEPENDENT,610 W ELDER,COLMESNEIL,75938.0,15.0,16.0,9.0,2.0,17.0,0.0,818.0,61.0,36.0,274.0
229903103,WOODVILLE ISD,WOODVILLE INTER,5,INDEPENDENT,401 N CHARLTON ST,WOODVILLE,75979.0,36.0,65.0,42.0,27.0,0.0,0.0,2335.0,164.0,279.0,927.0
229904101,WARREN ISD,FRED ELEM.,5,INDEPENDENT,140 COUNTY RD 4650,FRED,77616.0,3.0,21.0,12.0,7.0,0.0,0.0,214.0,0.0,0.0,16.0
229904103,WARREN ISD,WARREN ELEM.,5,INDEPENDENT,307-FM 3290 S,WARREN,77664.0,10.0,52.0,21.0,11.0,0.0,0.0,699.0,32.0,0.0,224.0
229905101,SPURGER ISD,SPURGER ELEM.,5,INDEPENDENT,12212 FM 92,SPURGER,77660.0,19.0,16.0,2.0,0.0,0.0,0.0,285.0,17.0,0.0,129.0
229906101,CHESTER ISD,CHESTER ELEM.,5,INDEPENDENT,273 YELLOWJACKET DR,CHESTER,75936.0,7.0,9.0,4.0,2.0,0.0,0.0,160.0,5.0,14.0,128.0
230901101,BIG SANDY ISD,BIG SANDY ELEM.,5,INDEPENDENT,401 WILDCAT DR,BIG SANDY,75755.0,2.0,49.0,36.0,27.0,0.0,0.0,833.0,99.0,28.0,436.0
230902103,GILMER ISD,GILMER INTERMED,5,INDEPENDENT,1623 US HWY 271 N,GILMER,75644.0,38.0,136.0,82.0,45.0,0.0,0.0,2460.0,422.0,213.0,1366.0
230903102,ORE CITY ISD,ORE CITY ELEM.,5,INDEPENDENT,7001 US HWY 259 N,ORE CITY,75683.0,10.0,64.0,43.0,24.0,0.0,0.0,665.0,33.0,11.0,405.0
230904101,UNION HILL ISD,SHARON A. RICHA,5,INDEPENDENT,2197 F M 2088,GILMER,75644.0,6.0,21.0,8.0,3.0,0.0,0.0,2460.0,422.0,213.0,1366.0
230905102,HARMONY ISD,HARMONY INTERME,5,INDEPENDENT,9788 STATE HWY 154 W,BIG SANDY,75755.0,7.0,76.0,50.0,34.0,0.0,0.0,833.0,99.0,28.0,436.0
230906102,NEW DIANA ISD,ROBERT F. HUNT,5,INDEPENDENT,11150 STATE HWY 154 E,DIANA,75640.0,5.0,80.0,54.0,36.0,0.0,0.0,709.0,225.0,16.0,777.0
230908101,UNION GROVE ISD,UNION GROVE ELE,5,INDEPENDENT,11220 UNION GROVE RD,GLADEWATER,75647.0,2.0,58.0,44.0,29.0,0.0,0.0,1917.0,189.0,82.0,1114.0
231901041,MCCAMEY ISD,MCCAMEY M.S.,5,INDEPENDENT,200 E 11TH ST,MCCAMEY,79752.0,10.0,29.0,11.0,4.0,0.0,0.0,439.0,66.0,29.0,272.0
231902102,RANKIN ISD,GOSSETT ELEM.,5,,,,,1.0,20.0,13.0,8.0,,,,,,
232901001,KNIPPA ISD,KNIPPA SCHOOL,5,INDEPENDENT,100 KESSLER ST,KNIPPA,78870.0,4.0,39.0,28.0,17.0,0.0,0.0,170.0,39.0,27.0,85.0
232902101,SABINAL ISD,SABINAL ELEM.,5,INDEPENDENT,900 N PICKFORD,SABINAL,78881.0,14.0,19.0,4.0,0.0,0.0,0.0,394.0,44.0,19.0,338.0
232903108,UVALDE CISD,BATESVILLE SCHO,5,INDEPENDENT,496 GARDEN ST,BATESVILLE,78829.0,7.0,9.0,2.0,1.0,0.0,0.0,71.0,0.0,76.0,7.0
232903110,UVALDE CISD,FLORES ELEM.,5,INDEPENDENT,901 N GETTY ST,UVALDE,78801.0,133.0,183.0,72.0,35.0,14.0,0.0,2557.0,384.0,327.0,1815.0
232904001,UTOPIA ISD,UTOPIA SCHOOL,5,INDEPENDENT,258 SCHOOL ST,UTOPIA,78884.0,2.0,17.0,12.0,9.0,0.0,0.0,238.0,81.0,0.0,74.0
233901102,SAN FELIPE-DEL,GARFIELD ELEM.,5,INDEPENDENT,300 W MARTIN,DEL RIO,78840.0,27.0,91.0,53.0,30.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901103,SAN FELIPE-DEL,NORTH HEIGHTS E,5,INDEPENDENT,2003 N MAIN ST,DEL RIO,78840.0,52.0,71.0,35.0,20.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901106,SAN FELIPE-DEL,LAMAR ELEM.,5,INDEPENDENT,301 WATERS AVE,DEL RIO,78840.0,18.0,102.0,76.0,46.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901110,SAN FELIPE-DEL,BUENA VISTA ELE,5,INDEPENDENT,100 ECHO VLY DR,DEL RIO,78840.0,17.0,101.0,69.0,43.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901111,SAN FELIPE-DEL,RUBEN CHAVIRA E,5,INDEPENDENT,2253 S US HWY 277,DEL RIO,78840.0,9.0,92.0,50.0,17.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901112,SAN FELIPE-DEL,DR. FERMIN CALD,5,INDEPENDENT,1900 HWY 90 E,DEL RIO,78840.0,18.0,91.0,52.0,34.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901113,SAN FELIPE-DEL,DR. LONNIE GREE,5,INDEPENDENT,905 CANTU RD,DEL RIO,78840.0,24.0,116.0,60.0,29.0,0.0,0.0,5678.0,1132.0,1062.0,5544.0
233901114,SAN FELIPE-DEL,ROBERTO BOBBY B,5,INDEPENDENT,575 MITCHELL BLVD,LAUGHLIN AFB,78843.0,0.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
233903001,COMSTOCK ISD,COMSTOCK SCHOOL,5,INDEPENDENT,101 SANDERSON ST,COMSTOCK,78837.0,0.0,20.0,19.0,15.0,0.0,0.0,40.0,6.0,0.0,22.0
234902102,CANTON ISD,CANTON INTERMED,5,INDEPENDENT,1190 W HWY 243,CANTON,75103.0,19.0,143.0,102.0,63.0,13.0,0.0,2502.0,429.0,32.0,1705.0
234903042,EDGEWOOD ISD,EDGEWOOD INTERM,5,INDEPENDENT,804 E PINE,EDGEWOOD,75117.0,12.0,65.0,38.0,17.0,0.0,0.0,770.0,150.0,0.0,492.0
234904102,GRAND SALINE IS,GRAND SALINE IN,5,INDEPENDENT,200 STADIUM DR,GRAND SALINE,75140.0,18.0,61.0,36.0,18.0,0.0,0.0,1295.0,143.0,143.0,604.0
234905101,MARTINS MILL IS,MARTINS MILL EL,5,INDEPENDENT,301 F M 1861,MARTIN'S MILL,75754.0,2.0,39.0,28.0,18.0,26.0,0.0,1055.0,135.0,158.0,811.0
234906104,VAN ISD,VAN M.S.,5,INDEPENDENT,14300 STATE HWY 110,VAN,75790.0,22.0,171.0,125.0,79.0,0.0,0.0,787.0,156.0,114.0,672.0
234907041,WILLS POINT ISD,WILLS POINT M.S,5,INDEPENDENT,101 SCHOOL ST,WILLS POINT,75169.0,64.0,143.0,64.0,28.0,9.0,0.0,2756.0,212.0,119.0,1006.0
234909101,FRUITVALE ISD,HALLIE RANDALL,5,INDEPENDENT,131 VZCR 1901,FRUITVALE,75127.0,11.0,22.0,11.0,1.0,0.0,0.0,367.0,42.0,47.0,205.0
235901101,BLOOMINGTON ISD,BLOOMINGTON ELE,5,INDEPENDENT,200 N LEONARD,BLOOMINGTON,77951.0,27.0,32.0,14.0,6.0,0.0,0.0,471.0,0.0,103.0,91.0
235902101,VICTORIA ISD,ALOE ELEM.,5,INDEPENDENT,62 CHAPARRAL,VICTORIA,77901.0,10.0,67.0,37.0,24.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902102,VICTORIA ISD,DUDLEY ELEM.,5,INDEPENDENT,3307 CALLIS ST,VICTORIA,77901.0,22.0,56.0,22.0,13.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902103,VICTORIA ISD,F.W. GROSS ELEM,5,INDEPENDENT,1208 S NAVARRO ST,VICTORIA,77901.0,18.0,37.0,15.0,6.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902104,VICTORIA ISD,GUADALUPE ELEM.,5,INDEPENDENT,1952 GUADALUPE RD,VICTORIA,77902.0,5.0,12.0,6.0,4.0,,,,,,
235902105,VICTORIA ISD,HOPKINS ELEM.,5,INDEPENDENT,110 HOPKINS RD,VICTORIA,77901.0,10.0,56.0,36.0,25.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902106,VICTORIA ISD,CRAIN ELEM.,5,INDEPENDENT,2706 N AZALEA,VICTORIA,77901.0,23.0,32.0,22.0,16.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902108,VICTORIA ISD,O'CONNOR ELEM.,5,INDEPENDENT,3402 BOBOLINK ST,VICTORIA,77901.0,35.0,29.0,16.0,6.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902110,VICTORIA ISD,ROWLAND ELEM.,5,INDEPENDENT,2706 LEARY LN,VICTORIA,77901.0,24.0,51.0,19.0,11.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902111,VICTORIA ISD,SHIELDS ELEM.,5,INDEPENDENT,3400 N BLUEBONNET ST,VICTORIA,77901.0,33.0,39.0,20.0,12.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902112,VICTORIA ISD,SMITH ELEM.,5,INDEPENDENT,2901 ERWIN AVE,VICTORIA,77901.0,31.0,49.0,27.0,14.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902114,VICTORIA ISD,VICKERS ELEM.,5,INDEPENDENT,708 GLASCOW ST,VICTORIA,77904.0,4.0,98.0,73.0,55.0,26.0,0.0,3788.0,1382.0,139.0,2816.0
235902115,VICTORIA ISD,WILLIAM WOOD EL,5,INDEPENDENT,183 WOOD HI SCHOOL RD,VICTORIA,77905.0,4.0,15.0,6.0,2.0,24.0,0.0,2973.0,431.0,150.0,1697.0
235902117,VICTORIA ISD,MISSION VALLEY,5,INDEPENDENT,12063 FM 236,VICTORIA,77901.0,4.0,36.0,29.0,22.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902118,VICTORIA ISD,MARTIN DE LEON,5,INDEPENDENT,1002 SANTA BARBARA ST,VICTORIA,77904.0,18.0,82.0,56.0,37.0,26.0,0.0,3788.0,1382.0,139.0,2816.0
235902123,VICTORIA ISD,C.O. CHANDLER E,5,INDEPENDENT,5105 GUY GRANT RD,VICTORIA,77904.0,27.0,66.0,36.0,18.0,26.0,0.0,3788.0,1382.0,139.0,2816.0
235902125,VICTORIA ISD,RODOLFO TORRES,5,INDEPENDENT,4208 LONE TREE RD,VICTORIA,77901.0,26.0,46.0,24.0,13.0,6.0,0.0,7538.0,799.0,721.0,3537.0
235902126,VICTORIA ISD,ELLA SCHORLEMME,5,INDEPENDENT,2564 MALLETTE DR,VICTORIA,77904.0,15.0,79.0,41.0,21.0,26.0,0.0,3788.0,1382.0,139.0,2816.0
235904101,NURSERY ISD,NURSERY ELEM.,5,INDEPENDENT,13254 NURSERY DR,VICTORIA,77904.0,0.0,21.0,17.0,10.0,26.0,0.0,3788.0,1382.0,139.0,2816.0
236802101,SAM HOUSTON STA,SAM HOUSTON STA,5,CHARTER,22801 ALDINE WESTFIELD RD,SPRING,77373.0,0.0,18.0,15.0,10.0,16.0,0.0,8278.0,1992.0,1068.0,6759.0
236901101,NEW WAVERLY ISD,NEW WAVERLY INT,5,INDEPENDENT,215 CLARA RUDD LN,NEW WAVERLY,77358.0,12.0,60.0,44.0,31.0,0.0,0.0,1079.0,178.0,6.0,642.0
236902041,HUNTSVILLE ISD,HUNTSVILLE INTE,5,INDEPENDENT,431 HWY 190 E,HUNTSVILLE,77320.0,226.0,228.0,82.0,29.0,0.0,0.0,6391.0,643.0,398.0,1684.0
236902108,HUNTSVILLE ISD,TEXAS ONLINE PR,5,INDEPENDENT,441 FM 2821 E,HUNTSVILLE,77320.0,42.0,130.0,69.0,26.0,0.0,0.0,6391.0,643.0,398.0,1684.0
237902101,HEMPSTEAD ISD,HEMPSTEAD ELEM.,5,INDEPENDENT,1340 13TH ST,HEMPSTEAD,77445.0,52.0,42.0,15.0,10.0,22.0,0.0,1983.0,286.0,382.0,1077.0
237904101,WALLER ISD,ROBERTS ROAD EL,5,INDEPENDENT,24920 ZUBE RD,HOCKLEY,77447.0,26.0,94.0,43.0,27.0,6.0,0.0,2594.0,312.0,211.0,1878.0
237904102,WALLER ISD,I.T. HOLLEMAN E,5,INDEPENDENT,2200 BRAZEAL ST,WALLER,77484.0,34.0,79.0,47.0,28.0,5.0,0.0,1676.0,303.0,16.0,1138.0
237904104,WALLER ISD,H.T. JONES ELEM,5,INDEPENDENT,35753 OWENS RD,PRAIRIE VIEW,77446.0,22.0,90.0,42.0,27.0,0.0,0.0,59.0,53.0,0.0,63.0
237904106,WALLER ISD,FIELDS STORE EL,5,INDEPENDENT,31670 GIBONEY RD,WALLER,77484.0,10.0,122.0,104.0,77.0,5.0,0.0,1676.0,303.0,16.0,1138.0
237904107,WALLER ISD,EVELYN TURLINGT,5,INDEPENDENT,23400 HEGAR RD,HOCKLEY,77447.0,10.0,114.0,75.0,48.0,6.0,0.0,2594.0,312.0,211.0,1878.0
237905105,ROYAL ISD,ROYAL ELEM.,5,INDEPENDENT,2222 DURKIN RD,BROOKSHIRE,77423.0,41.0,144.0,80.0,47.0,2.0,0.0,2244.0,336.0,14.0,1272.0
238902107,MONAHANS-WICKET,SUDDERTH ELEM.,5,INDEPENDENT,701 N CAROL,MONAHANS,79756.0,76.0,117.0,52.0,22.0,0.0,0.0,1691.0,239.0,29.0,1549.0
238904001,GRANDFALLS-ROYA,GRANDFALLS-ROYA,5,INDEPENDENT,115 AVE C,GRANDFALLS,79742.0,9.0,4.0,1.0,0.0,0.0,0.0,121.0,12.0,0.0,41.0
239901041,BRENHAM ISD,BRENHAM M.S.,5,INDEPENDENT,1600 S BLUE BELL RD,BRENHAM,77833.0,45.0,294.0,210.0,135.0,21.0,0.0,4727.0,1010.0,305.0,2636.0
239903101,BURTON ISD,BURTON ELEM.,5,INDEPENDENT,12504 CEDAR ST,BURTON,77835.0,1.0,26.0,14.0,10.0,0.0,0.0,825.0,142.0,0.0,291.0
240901101,LAREDO ISD,BRUNI ELEM.,5,INDEPENDENT,1508 SAN EDUARDO,LAREDO,78040.0,3.0,68.0,60.0,40.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901102,LAREDO ISD,DON JOSE GALLEG,5,INDEPENDENT,520 CLARK BLVD,LAREDO,78040.0,21.0,64.0,29.0,12.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901104,LAREDO ISD,DAICHES ELEM.,5,INDEPENDENT,1402 GREEN,LAREDO,78040.0,7.0,69.0,38.0,21.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901105,LAREDO ISD,FARIAS ELEM.,5,INDEPENDENT,1510 CHICAGO ST,LAREDO,78041.0,14.0,69.0,46.0,27.0,48.0,89.0,6318.0,1731.0,1525.0,3641.0
240901106,LAREDO ISD,HEIGHTS ELEM.,5,INDEPENDENT,1208 MARKET,LAREDO,78040.0,6.0,55.0,47.0,26.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901107,LAREDO ISD,TARVER ELEM.,5,INDEPENDENT,3000 TILDEN AVE,LAREDO,78040.0,4.0,70.0,52.0,36.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901108,LAREDO ISD,LEYENDECKER ELE,5,INDEPENDENT,1311 GARDEN ST,LAREDO,78040.0,11.0,63.0,50.0,27.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
240901109,LAREDO ISD,MACDONELL ELEM.,5,INDEPENDENT,1606 BENAVIDES,LAREDO,78040.0,11.0,52.0,37.0,21.0,0.0,0.0,5538.0,347.0,2015.0,2063.0
