CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
220901147,ARLINGTON ISD,BRYANT ELEM.,3,7.0,3.0,4.0,3.0,,1.0,3.0,,0.0,5.0,2.0,5.0,0.0,,,,7.0,,5.0,0.0,7.0,7.0,0.0,44.0,20.0,24.0,15.0,,5.0,13.0,,9.0,31.0,13.0,25.0,6.0,,,,44.0,,43.0,14.0,30.0,19.0,25.0,26.0,11.0,15.0,6.0,,4.0,8.0,,7.0,16.0,10.0,11.0,5.0,,,,26.0,,26.0,11.0,15.0,7.0,19.0,13.0,5.0,8.0,2.0,,3.0,4.0,,4.0,7.0,6.0,5.0,2.0,,,,13.0,,13.0,9.0,4.0,2.0,11.0,'220901147,2201 HAVENWOOD DR,ARLINGTON,76018-2546,INDEPENDENT
220901148,ARLINGTON ISD,WEBB ELEM.,3,24.0,11.0,13.0,20.0,,,2.0,,,21.0,3.0,20.0,,,,,24.0,,22.0,0.0,24.0,23.0,1.0,47.0,21.0,26.0,32.0,,,7.0,,,40.0,7.0,38.0,,,,,47.0,,46.0,6.0,41.0,35.0,12.0,20.0,8.0,12.0,14.0,,,2.0,,,18.0,2.0,17.0,,,,,20.0,,20.0,5.0,15.0,14.0,6.0,9.0,4.0,5.0,5.0,,,0.0,,,8.0,1.0,8.0,,,,,9.0,,9.0,3.0,6.0,6.0,3.0,'220901148,1200 N COOPER ST,ARLINGTON,76011-5599,INDEPENDENT
220901149,ARLINGTON ISD,ASHWORTH ELEM.,3,25.0,13.0,12.0,10.0,,,7.0,,6.0,15.0,10.0,13.0,2.0,,,,25.0,10.0,15.0,2.0,23.0,22.0,3.0,34.0,19.0,15.0,15.0,,,6.0,,7.0,20.0,14.0,17.0,3.0,,,,34.0,0.0,34.0,10.0,24.0,16.0,18.0,17.0,9.0,8.0,6.0,,,3.0,,5.0,9.0,8.0,8.0,1.0,,,,17.0,0.0,17.0,7.0,10.0,6.0,11.0,3.0,1.0,2.0,1.0,,,0.0,,1.0,1.0,2.0,0.0,1.0,,,,3.0,0.0,3.0,2.0,1.0,1.0,2.0,'220901149,6700 SILO RD,ARLINGTON,76002,INDEPENDENT
220901150,ARLINGTON ISD,CROUCH ELEM.,3,14.0,7.0,7.0,13.0,,,1.0,,,13.0,1.0,12.0,1.0,,,,14.0,3.0,11.0,0.0,14.0,12.0,2.0,83.0,47.0,36.0,68.0,,,13.0,,,74.0,9.0,67.0,7.0,,,,83.0,3.0,80.0,26.0,57.0,65.0,18.0,48.0,27.0,21.0,38.0,,,8.0,,,47.0,1.0,43.0,4.0,,,,48.0,1.0,47.0,23.0,25.0,37.0,11.0,25.0,16.0,9.0,21.0,,,4.0,,,25.0,0.0,23.0,2.0,,,,25.0,0.0,25.0,17.0,8.0,18.0,7.0,'220901150,2810 PRAIRIE HILL LN,GRAND PRAIRIE,75051-9999,INDEPENDENT
220901151,ARLINGTON ISD,LARSON ELEM.,3,38.0,23.0,15.0,5.0,,,25.0,,7.0,29.0,8.0,28.0,1.0,,,,37.0,10.0,27.0,0.0,37.0,31.0,7.0,42.0,22.0,20.0,7.0,,,15.0,,11.0,24.0,16.0,19.0,4.0,,,,40.0,7.0,33.0,13.0,27.0,18.0,22.0,18.0,11.0,7.0,2.0,,,5.0,,6.0,7.0,10.0,6.0,1.0,,,,17.0,2.0,15.0,11.0,6.0,5.0,12.0,8.0,4.0,4.0,0.0,,,3.0,,3.0,5.0,3.0,4.0,1.0,,,,8.0,1.0,7.0,8.0,0.0,2.0,6.0,'220901151,2620 AVE K,GRAND PRAIRIE,75050-2639,INDEPENDENT
220901152,ARLINGTON ISD,WEST ELEM.,3,13.0,6.0,7.0,7.0,,0.0,6.0,,0.0,9.0,4.0,8.0,1.0,,,,13.0,5.0,8.0,0.0,13.0,12.0,1.0,61.0,33.0,28.0,14.0,,20.0,16.0,,10.0,37.0,24.0,33.0,4.0,,,,61.0,7.0,54.0,12.0,49.0,32.0,29.0,40.0,24.0,16.0,9.0,,15.0,7.0,,8.0,22.0,18.0,20.0,2.0,,,,40.0,3.0,37.0,10.0,30.0,19.0,21.0,22.0,15.0,7.0,3.0,,10.0,5.0,,4.0,9.0,13.0,8.0,1.0,,,,22.0,2.0,20.0,7.0,15.0,9.0,13.0,'220901152,2911 KINGSWOOD BLVD,GRAND PRAIRIE,75052-4504,INDEPENDENT
220901153,ARLINGTON ISD,HALE ELEM.,3,26.0,14.0,12.0,5.0,,,19.0,,2.0,21.0,4.0,21.0,,,,,26.0,9.0,17.0,0.0,26.0,18.0,8.0,51.0,28.0,23.0,16.0,,,25.0,,3.0,47.0,4.0,44.0,,,,,51.0,9.0,42.0,7.0,44.0,25.0,26.0,24.0,13.0,11.0,6.0,,,14.0,,2.0,23.0,1.0,22.0,,,,,24.0,3.0,21.0,7.0,17.0,8.0,16.0,13.0,9.0,4.0,5.0,,,6.0,,2.0,13.0,0.0,12.0,,,,,13.0,1.0,12.0,7.0,6.0,6.0,7.0,'220901153,2400 E MAYFIELD RD,ARLINGTON,76014-2705,INDEPENDENT
220901154,ARLINGTON ISD,PEARCY ELEM.,3,5.0,2.0,3.0,1.0,,0.0,2.0,,2.0,4.0,1.0,2.0,,,,,5.0,2.0,3.0,0.0,5.0,3.0,2.0,48.0,25.0,23.0,13.0,,6.0,19.0,,6.0,26.0,22.0,25.0,,,,,48.0,5.0,43.0,14.0,34.0,25.0,23.0,34.0,18.0,16.0,10.0,,6.0,12.0,,3.0,21.0,13.0,20.0,,,,,34.0,3.0,31.0,13.0,21.0,19.0,15.0,20.0,13.0,7.0,7.0,,4.0,6.0,,2.0,12.0,8.0,12.0,,,,,20.0,3.0,17.0,9.0,11.0,12.0,8.0,'220901154,601 E HARRIS RD,ARLINGTON,76002,INDEPENDENT
220901155,ARLINGTON ISD,BURGIN ELEM.,3,27.0,11.0,16.0,14.0,,,11.0,,2.0,20.0,7.0,20.0,,,,,27.0,6.0,21.0,1.0,26.0,19.0,8.0,41.0,22.0,19.0,25.0,,,12.0,,3.0,35.0,6.0,32.0,,,,,41.0,3.0,38.0,8.0,33.0,25.0,16.0,20.0,11.0,9.0,12.0,,,6.0,,1.0,16.0,4.0,15.0,,,,,20.0,1.0,19.0,8.0,12.0,12.0,8.0,9.0,5.0,4.0,5.0,,,4.0,,0.0,8.0,1.0,8.0,,,,,9.0,1.0,8.0,3.0,6.0,4.0,5.0,'220901155,401 E MAYFIELD RD,ARLINGTON,76014,INDEPENDENT
220901157,ARLINGTON ISD,KNOX ELEM.,3,22.0,12.0,10.0,20.0,,,,,2.0,22.0,,21.0,,,,,22.0,,18.0,0.0,22.0,18.0,4.0,40.0,19.0,21.0,37.0,,,,,3.0,39.0,,38.0,,,,,40.0,,40.0,7.0,33.0,31.0,9.0,19.0,13.0,6.0,17.0,,,,,2.0,18.0,,18.0,,,,,19.0,,19.0,6.0,13.0,16.0,3.0,9.0,4.0,5.0,7.0,,,,,2.0,8.0,,8.0,,,,,9.0,,9.0,4.0,5.0,7.0,2.0,'220901157,2315 STONEGATE ST,ARLINGTON,76010,INDEPENDENT
220901158,ARLINGTON ISD,BECKHAM ELEM.,3,13.0,5.0,8.0,6.0,,1.0,5.0,,,10.0,3.0,8.0,2.0,,,,13.0,4.0,9.0,0.0,13.0,9.0,4.0,58.0,30.0,28.0,9.0,,30.0,12.0,,,37.0,21.0,26.0,11.0,,,,58.0,2.0,56.0,13.0,45.0,36.0,22.0,31.0,16.0,15.0,5.0,,16.0,5.0,,,19.0,12.0,12.0,7.0,,,,31.0,1.0,30.0,11.0,20.0,15.0,16.0,16.0,10.0,6.0,3.0,,11.0,1.0,,,9.0,7.0,5.0,4.0,,,,16.0,1.0,15.0,8.0,8.0,10.0,6.0,'220901158,1700 SOUTHEAST PKWY,ARLINGTON,76002,INDEPENDENT
220901159,ARLINGTON ISD,REMYNSE ELEM.,3,16.0,8.0,8.0,9.0,,,4.0,,1.0,11.0,5.0,9.0,,,,,16.0,6.0,10.0,0.0,16.0,13.0,3.0,30.0,20.0,10.0,11.0,,,10.0,,7.0,24.0,6.0,22.0,,,,,30.0,1.0,29.0,8.0,22.0,16.0,14.0,17.0,11.0,6.0,7.0,,,6.0,,2.0,12.0,5.0,12.0,,,,,17.0,0.0,17.0,8.0,9.0,8.0,9.0,10.0,6.0,4.0,6.0,,,3.0,,1.0,7.0,3.0,7.0,,,,,10.0,0.0,10.0,6.0,4.0,6.0,4.0,'220901159,2720 FALL DR,GRAND PRAIRIE,75052,INDEPENDENT
220901160,ARLINGTON ISD,ANDERSON ELEM.,3,14.0,7.0,7.0,7.0,,,7.0,,,13.0,,13.0,,,,,14.0,,14.0,0.0,14.0,9.0,5.0,56.0,33.0,23.0,45.0,,,7.0,,,54.0,,51.0,,,,,56.0,,55.0,9.0,47.0,46.0,10.0,32.0,20.0,12.0,24.0,,,5.0,,,31.0,,29.0,,,,,32.0,,31.0,8.0,24.0,25.0,7.0,13.0,9.0,4.0,9.0,,,3.0,,,13.0,,11.0,,,,,13.0,,12.0,6.0,7.0,8.0,5.0,'220901160,1101 TIMBERLAKE DR,ARLINGTON,76010,INDEPENDENT
220901161,ARLINGTON ISD,ADAMS ELEM.,3,29.0,14.0,15.0,6.0,,2.0,15.0,,4.0,24.0,5.0,20.0,4.0,,,,29.0,6.0,23.0,0.0,29.0,23.0,6.0,77.0,45.0,32.0,30.0,,14.0,24.0,,6.0,69.0,8.0,62.0,7.0,,,,77.0,0.0,77.0,24.0,53.0,54.0,23.0,47.0,27.0,20.0,20.0,,13.0,11.0,,2.0,42.0,5.0,37.0,5.0,,,,47.0,0.0,47.0,18.0,29.0,33.0,14.0,17.0,13.0,4.0,8.0,,6.0,2.0,,1.0,16.0,1.0,15.0,1.0,,,,17.0,0.0,17.0,8.0,9.0,13.0,4.0,'220901161,2220 SHERRY ST,ARLINGTON,76010,INDEPENDENT
220901162,ARLINGTON ISD,PATRICK ELEM.,3,19.0,10.0,9.0,5.0,,,12.0,,,15.0,4.0,15.0,,,,,19.0,4.0,15.0,0.0,19.0,15.0,4.0,66.0,34.0,32.0,36.0,,,23.0,,,56.0,10.0,55.0,,,,,66.0,3.0,63.0,11.0,55.0,43.0,23.0,46.0,27.0,19.0,26.0,,,15.0,,,39.0,7.0,38.0,,,,,46.0,1.0,45.0,11.0,35.0,30.0,16.0,27.0,17.0,10.0,17.0,,,7.0,,,23.0,4.0,22.0,,,,,27.0,0.0,27.0,10.0,17.0,19.0,8.0,'220901162,755 TIMBER OAKS,GRAND PRAIRIE,75051,INDEPENDENT
220901163,ARLINGTON ISD,JONES FINE ARTS,3,17.0,8.0,9.0,8.0,,,4.0,,4.0,11.0,6.0,10.0,1.0,,,,17.0,3.0,14.0,1.0,16.0,12.0,5.0,54.0,21.0,33.0,29.0,,,10.0,,11.0,28.0,26.0,18.0,10.0,,,,54.0,2.0,52.0,24.0,30.0,17.0,37.0,31.0,12.0,19.0,14.0,,,4.0,,10.0,11.0,20.0,6.0,5.0,,,,31.0,1.0,30.0,19.0,12.0,10.0,21.0,16.0,7.0,9.0,5.0,,,3.0,,5.0,5.0,11.0,3.0,2.0,,,,16.0,0.0,16.0,11.0,5.0,4.0,12.0,'220901163,2001 VAN BUREN DR,ARLINGTON,76011,INDEPENDENT
220901164,ARLINGTON ISD,PEACH ELEM.,3,47.0,33.0,14.0,17.0,,,25.0,,2.0,36.0,11.0,33.0,,,,,47.0,10.0,37.0,0.0,47.0,43.0,4.0,73.0,30.0,42.0,29.0,,,35.0,,6.0,48.0,25.0,47.0,,,,,73.0,5.0,68.0,12.0,61.0,40.0,33.0,31.0,14.0,17.0,13.0,,,14.0,,2.0,20.0,11.0,19.0,,,,,31.0,0.0,31.0,9.0,22.0,12.0,19.0,15.0,9.0,6.0,6.0,,,6.0,,2.0,13.0,2.0,12.0,,,,,15.0,0.0,15.0,5.0,10.0,7.0,8.0,'220901164,2020 BAIRD FARM RD,ARLINGTON,76006,INDEPENDENT
220901165,ARLINGTON ISD,MCNUTT ELEM.,3,27.0,18.0,9.0,11.0,,2.0,11.0,,,21.0,6.0,18.0,3.0,,,,27.0,7.0,20.0,1.0,26.0,21.0,6.0,48.0,20.0,28.0,20.0,,9.0,13.0,,,40.0,8.0,36.0,4.0,,,,48.0,4.0,44.0,15.0,33.0,27.0,21.0,22.0,9.0,13.0,8.0,,4.0,6.0,,,17.0,5.0,16.0,1.0,,,,22.0,1.0,21.0,10.0,12.0,14.0,8.0,6.0,4.0,2.0,1.0,,1.0,3.0,,,6.0,0.0,5.0,1.0,,,,6.0,1.0,5.0,5.0,1.0,3.0,3.0,'220901165,3609 S CENTER ST,ARLINGTON,76014,INDEPENDENT
220902101,BIRDVILLE ISD,BIRDVILLE ELEM.,3,23.0,12.0,11.0,17.0,,,5.0,,0.0,21.0,2.0,21.0,,,,,23.0,,23.0,,23.0,18.0,5.0,42.0,23.0,19.0,22.0,,,4.0,,10.0,36.0,6.0,34.0,,,,,42.0,,38.0,,38.0,26.0,16.0,12.0,7.0,5.0,4.0,,,1.0,,5.0,10.0,2.0,10.0,,,,,12.0,,12.0,,8.0,4.0,8.0,5.0,3.0,2.0,2.0,,,0.0,,2.0,4.0,1.0,4.0,,,,,5.0,,5.0,,2.0,3.0,2.0,'220902101,3111 CARSON ST,HALTOM CITY,76117-4107,INDEPENDENT
220902102,BIRDVILLE ISD,DAVID E. SMITH,3,19.0,10.0,9.0,12.0,,,1.0,,6.0,13.0,6.0,12.0,1.0,,,,19.0,7.0,12.0,,19.0,14.0,5.0,58.0,27.0,31.0,41.0,,,6.0,,8.0,48.0,10.0,42.0,6.0,,,,58.0,1.0,57.0,,57.0,35.0,23.0,21.0,10.0,11.0,15.0,,,1.0,,4.0,18.0,3.0,16.0,2.0,,,,21.0,0.0,21.0,,20.0,9.0,12.0,10.0,4.0,6.0,7.0,,,0.0,,2.0,8.0,2.0,7.0,1.0,,,,10.0,0.0,10.0,,9.0,5.0,5.0,'220902102,3701 N HALTOM RD,HALTOM CITY,76117-2343,INDEPENDENT
220902103,BIRDVILLE ISD,W.T. FRANCISCO,3,25.0,12.0,13.0,22.0,,2.0,,,0.0,20.0,5.0,19.0,,,,,25.0,4.0,21.0,,25.0,22.0,3.0,30.0,21.0,9.0,18.0,,7.0,,,5.0,24.0,6.0,23.0,,,,,30.0,3.0,27.0,,27.0,17.0,13.0,15.0,11.0,4.0,9.0,,4.0,,,2.0,13.0,2.0,12.0,,,,,15.0,3.0,12.0,,12.0,10.0,5.0,5.0,3.0,2.0,3.0,,2.0,,,0.0,4.0,1.0,4.0,,,,,5.0,1.0,4.0,,3.0,3.0,2.0,'220902103,3701 LAYTON AVE,HALTOM CITY,76117-2738,INDEPENDENT
220902104,BIRDVILLE ISD,JACK C. BINION,3,32.0,18.0,14.0,13.0,,,6.0,,12.0,29.0,3.0,26.0,3.0,,,,32.0,4.0,28.0,0.0,32.0,12.0,20.0,78.0,39.0,39.0,47.0,,,7.0,,16.0,62.0,16.0,58.0,4.0,,,,78.0,3.0,75.0,10.0,68.0,44.0,34.0,44.0,22.0,22.0,26.0,,,3.0,,9.0,32.0,12.0,30.0,2.0,,,,44.0,1.0,43.0,9.0,35.0,24.0,20.0,20.0,11.0,9.0,12.0,,,1.0,,3.0,12.0,8.0,11.0,1.0,,,,20.0,1.0,19.0,8.0,12.0,12.0,8.0,'220902104,7400 GLENVIEW DR,RICHLAND HILLS,76118-5299,INDEPENDENT
220902105,BIRDVILLE ISD,ALLIENE MULLEND,3,10.0,5.0,5.0,4.0,,0.0,2.0,,4.0,7.0,3.0,6.0,,,,,10.0,5.0,5.0,,10.0,5.0,5.0,42.0,20.0,22.0,9.0,,5.0,5.0,,21.0,29.0,13.0,26.0,,,,,42.0,2.0,40.0,,38.0,14.0,28.0,18.0,11.0,7.0,3.0,,1.0,1.0,,12.0,12.0,6.0,9.0,,,,,18.0,0.0,18.0,,14.0,6.0,12.0,8.0,4.0,4.0,1.0,,0.0,1.0,,5.0,5.0,3.0,4.0,,,,,8.0,0.0,8.0,,4.0,1.0,7.0,'220902105,4100 FLORY ST,NORTH RICHLAND HILLS,76180-8532,INDEPENDENT
220902106,BIRDVILLE ISD,RICHLAND ELEM.,3,8.0,4.0,4.0,3.0,,,,,2.0,7.0,1.0,6.0,1.0,,,,8.0,2.0,6.0,,8.0,3.0,5.0,31.0,13.0,18.0,14.0,,,,,11.0,27.0,4.0,22.0,5.0,,,,31.0,5.0,26.0,,29.0,11.0,20.0,11.0,7.0,4.0,6.0,,,,,3.0,8.0,3.0,7.0,1.0,,,,11.0,2.0,9.0,,10.0,3.0,8.0,3.0,2.0,1.0,2.0,,,,,1.0,2.0,1.0,2.0,0.0,,,,3.0,0.0,3.0,,3.0,1.0,2.0,'220902106,3250 SCRUGGS PARK DR,RICHLAND HILLS,76118-6399,INDEPENDENT
220902107,BIRDVILLE ISD,SMITHFIELD ELEM,3,6.0,2.0,4.0,1.0,,,,,3.0,4.0,2.0,4.0,,,,,6.0,2.0,4.0,0.0,6.0,1.0,5.0,60.0,41.0,19.0,11.0,,,,,43.0,24.0,36.0,20.0,,,,,60.0,4.0,56.0,13.0,47.0,9.0,51.0,37.0,27.0,10.0,5.0,,,,,29.0,11.0,26.0,9.0,,,,,37.0,2.0,35.0,11.0,26.0,4.0,33.0,18.0,13.0,5.0,1.0,,,,,16.0,5.0,13.0,4.0,,,,,18.0,1.0,17.0,9.0,9.0,2.0,16.0,'220902107,6724 SMITHFIELD RD,NORTH RICHLAND HILLS,76180-3999,INDEPENDENT
220902108,BIRDVILLE ISD,SNOW HEIGHTS EL,3,3.0,2.0,1.0,1.0,,,,,0.0,0.0,3.0,0.0,,,,,3.0,,3.0,,3.0,2.0,1.0,51.0,23.0,28.0,10.0,,,,,33.0,20.0,31.0,17.0,,,,,51.0,,48.0,,48.0,10.0,41.0,24.0,13.0,11.0,2.0,,,,,19.0,8.0,16.0,7.0,,,,,24.0,,23.0,,21.0,3.0,21.0,13.0,7.0,6.0,1.0,,,,,10.0,1.0,12.0,1.0,,,,,13.0,,13.0,,10.0,2.0,11.0,'220902108,4801 VANCE RD,NORTH RICHLAND HILLS,76180-7969,INDEPENDENT
220902109,BIRDVILLE ISD,MAJOR CHENEY EL,3,20.0,13.0,7.0,12.0,,,4.0,,2.0,19.0,1.0,19.0,,,,,20.0,3.0,17.0,,20.0,11.0,9.0,44.0,22.0,22.0,31.0,,,1.0,,8.0,38.0,6.0,36.0,,,,,44.0,5.0,39.0,,41.0,29.0,15.0,23.0,11.0,12.0,16.0,,,0.0,,6.0,20.0,3.0,19.0,,,,,23.0,3.0,20.0,,20.0,16.0,7.0,11.0,7.0,4.0,6.0,,,0.0,,4.0,8.0,3.0,8.0,,,,,11.0,0.0,11.0,,10.0,8.0,3.0,'220902109,2600 SOLANA ST,HALTOM CITY,76117-4894,INDEPENDENT
220902110,BIRDVILLE ISD,O.H. STOWE ELEM,3,15.0,10.0,5.0,11.0,,1.0,0.0,,3.0,13.0,2.0,13.0,0.0,,,,15.0,7.0,8.0,0.0,15.0,12.0,3.0,100.0,48.0,52.0,58.0,,6.0,11.0,,20.0,79.0,21.0,74.0,5.0,,,,100.0,2.0,98.0,6.0,94.0,49.0,51.0,60.0,31.0,29.0,40.0,,2.0,5.0,,11.0,48.0,12.0,43.0,5.0,,,,60.0,0.0,60.0,6.0,54.0,27.0,33.0,20.0,10.0,10.0,13.0,,1.0,1.0,,5.0,16.0,4.0,14.0,2.0,,,,20.0,0.0,20.0,4.0,16.0,10.0,10.0,'220902110,4201 RITA LN,HALTOM CITY,76117-1928,INDEPENDENT
220902111,BIRDVILLE ISD,WEST BIRDVILLE,3,7.0,5.0,2.0,7.0,,,,,0.0,6.0,1.0,6.0,0.0,,,,7.0,2.0,5.0,,7.0,7.0,0.0,109.0,60.0,49.0,97.0,,,,,5.0,103.0,6.0,96.0,7.0,,,,109.0,3.0,106.0,,106.0,99.0,10.0,63.0,33.0,30.0,56.0,,,,,4.0,58.0,5.0,52.0,6.0,,,,63.0,2.0,61.0,,60.0,54.0,9.0,27.0,12.0,15.0,23.0,,,,,3.0,24.0,3.0,21.0,3.0,,,,27.0,1.0,26.0,,24.0,23.0,4.0,'220902111,3001 LAYTON AVE,HALTOM CITY,76117-3999,INDEPENDENT
220902112,BIRDVILLE ISD,HOLIDAY HEIGHTS,3,30.0,13.0,17.0,12.0,,,4.0,,13.0,21.0,9.0,19.0,,,,,30.0,6.0,24.0,0.0,30.0,9.0,21.0,62.0,34.0,28.0,16.0,,,8.0,,31.0,30.0,32.0,28.0,,,,,62.0,2.0,60.0,8.0,54.0,13.0,49.0,38.0,20.0,18.0,10.0,,,4.0,,20.0,16.0,22.0,14.0,,,,,38.0,2.0,36.0,8.0,30.0,6.0,32.0,13.0,10.0,3.0,5.0,,,0.0,,6.0,5.0,8.0,5.0,,,,,13.0,0.0,13.0,4.0,9.0,2.0,11.0,'220902112,5221 SUSAN LEE LN,NORTH RICHLAND HILLS,76180-6898,INDEPENDENT
220902113,BIRDVILLE ISD,WATAUGA ELEM.,3,21.0,12.0,9.0,10.0,2.0,,,,8.0,16.0,5.0,15.0,1.0,,,,21.0,6.0,15.0,0.0,21.0,18.0,3.0,97.0,43.0,54.0,70.0,3.0,,,,22.0,78.0,19.0,71.0,7.0,,,,97.0,5.0,92.0,7.0,90.0,66.0,31.0,59.0,28.0,31.0,42.0,3.0,,,,14.0,44.0,15.0,38.0,6.0,,,,59.0,3.0,56.0,6.0,53.0,39.0,20.0,25.0,13.0,12.0,16.0,1.0,,,,8.0,18.0,7.0,14.0,4.0,,,,25.0,1.0,24.0,4.0,21.0,14.0,11.0,'220902113,5937 WHITLEY RD,WATAUGA,76148-3532,INDEPENDENT
220902114,BIRDVILLE ISD,GRACE E. HARDEM,3,7.0,3.0,4.0,4.0,,0.0,0.0,,2.0,5.0,2.0,5.0,0.0,,,,7.0,3.0,4.0,0.0,7.0,5.0,2.0,92.0,52.0,40.0,28.0,,10.0,8.0,,42.0,57.0,35.0,49.0,8.0,,,,92.0,11.0,81.0,8.0,84.0,27.0,65.0,64.0,37.0,27.0,20.0,,7.0,2.0,,34.0,35.0,29.0,28.0,7.0,,,,64.0,2.0,62.0,8.0,56.0,17.0,47.0,32.0,21.0,11.0,8.0,,4.0,1.0,,19.0,14.0,18.0,10.0,4.0,,,,32.0,2.0,30.0,5.0,27.0,8.0,24.0,'220902114,6100 WHISPERING LN,WATAUGA,76148-2899,INDEPENDENT
220902115,BIRDVILLE ISD,W.A. PORTER ELE,3,12.0,4.0,8.0,5.0,,,,,3.0,9.0,3.0,9.0,,,,,12.0,6.0,6.0,0.0,12.0,2.0,10.0,58.0,27.0,31.0,4.0,,,,,48.0,12.0,46.0,11.0,,,,,58.0,1.0,57.0,15.0,43.0,3.0,55.0,46.0,20.0,26.0,3.0,,,,,38.0,10.0,36.0,10.0,,,,,46.0,1.0,45.0,15.0,31.0,3.0,43.0,29.0,12.0,17.0,3.0,,,,,23.0,8.0,21.0,8.0,,,,,29.0,1.0,28.0,12.0,17.0,2.0,27.0,'220902115,2750 PRESTONDALE DR,HURST,76053-2399,INDEPENDENT
220902116,BIRDVILLE ISD,ACAD. AT CARRIE,3,18.0,10.0,8.0,9.0,,,6.0,,3.0,16.0,2.0,15.0,,,,,17.0,3.0,15.0,,18.0,13.0,5.0,60.0,31.0,29.0,29.0,,,9.0,,14.0,49.0,11.0,46.0,,,,,60.0,4.0,56.0,,59.0,37.0,23.0,42.0,22.0,20.0,18.0,,,7.0,,10.0,34.0,8.0,31.0,,,,,42.0,2.0,40.0,,41.0,26.0,16.0,23.0,13.0,10.0,7.0,,,5.0,,5.0,19.0,4.0,17.0,,,,,23.0,0.0,23.0,,23.0,14.0,9.0,'220902116,8200 O'BRIAN WAY,NORTH RICHLAND HILLS,76180-5598,INDEPENDENT
220902117,BIRDVILLE ISD,FOSTER VILLAGE,3,20.0,9.0,11.0,10.0,,1.0,3.0,,5.0,14.0,6.0,14.0,,,,,20.0,11.0,9.0,,20.0,14.0,6.0,35.0,20.0,15.0,8.0,,4.0,2.0,,19.0,15.0,20.0,15.0,,,,,35.0,3.0,32.0,,34.0,10.0,25.0,25.0,12.0,13.0,6.0,,4.0,1.0,,12.0,10.0,15.0,10.0,,,,,25.0,3.0,22.0,,24.0,7.0,18.0,10.0,5.0,5.0,3.0,,4.0,0.0,,2.0,3.0,7.0,3.0,,,,,10.0,0.0,10.0,,9.0,4.0,6.0,'220902117,6800 SPRINGDALE LN,NORTH RICHLAND HILLS,76180-3301,INDEPENDENT
