CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
240901124,LAREDO ISD,LIGARDE ELEM.,5,11.0,6.0,5.0,11.0,,,,,,11.0,,8.0,,3.0,,,11.0,2.0,9.0,0.0,11.0,10.0,1.0,73.0,29.0,44.0,73.0,,,,,,73.0,,50.0,,23.0,,,73.0,4.0,69.0,11.0,62.0,55.0,18.0,47.0,20.0,27.0,47.0,,,,,,47.0,,31.0,,16.0,,,47.0,3.0,44.0,10.0,37.0,33.0,14.0,24.0,13.0,11.0,24.0,,,,,,24.0,,15.0,,9.0,,,24.0,1.0,23.0,7.0,17.0,12.0,12.0,'240901124,2800 S CANADA AVE,LAREDO,78046-4906,INDEPENDENT
240901125,LAREDO ISD,T. SANCHEZ ELEM,5,3.0,2.0,1.0,3.0,,,,,,3.0,,1.0,,2.0,,,3.0,2.0,1.0,0.0,3.0,2.0,1.0,65.0,37.0,28.0,65.0,,,,,,62.0,,46.0,,16.0,,,65.0,5.0,60.0,11.0,54.0,40.0,25.0,53.0,31.0,22.0,53.0,,,,,,50.0,,39.0,,11.0,,,53.0,2.0,51.0,11.0,42.0,33.0,20.0,38.0,23.0,15.0,38.0,,,,,,35.0,,27.0,,8.0,,,38.0,2.0,36.0,11.0,27.0,21.0,17.0,'240901125,211 E ASH ST,LAREDO,78041,INDEPENDENT
240903103,UNITED ISD,NYE ELEM.,5,13.0,9.0,4.0,13.0,,,,,,10.0,3.0,10.0,,0.0,,,13.0,7.0,6.0,0.0,13.0,12.0,1.0,113.0,53.0,60.0,110.0,,,,,,83.0,30.0,57.0,,26.0,,,113.0,7.0,106.0,38.0,75.0,56.0,57.0,84.0,41.0,43.0,82.0,,,,,,60.0,24.0,43.0,,17.0,,,84.0,3.0,81.0,37.0,47.0,29.0,55.0,59.0,28.0,31.0,57.0,,,,,,39.0,20.0,28.0,,11.0,,,59.0,1.0,58.0,32.0,27.0,15.0,44.0,'240903103,101 E DEL MAR BLVD,LAREDO,78041,INDEPENDENT
240903105,UNITED ISD,CLARK ELEM.,5,1.0,1.0,0.0,1.0,,,,,,1.0,0.0,1.0,,0.0,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,67.0,25.0,42.0,66.0,,,,,,59.0,8.0,43.0,,16.0,,,67.0,6.0,61.0,18.0,49.0,37.0,30.0,49.0,20.0,29.0,48.0,,,,,,42.0,7.0,29.0,,13.0,,,49.0,3.0,46.0,18.0,31.0,19.0,30.0,29.0,8.0,21.0,28.0,,,,,,26.0,3.0,17.0,,9.0,,,29.0,0.0,29.0,15.0,14.0,8.0,21.0,'240903105,500 W HILLSIDE RD,LAREDO,78041-3199,INDEPENDENT
240903107,UNITED ISD,SALINAS ELEM.,5,15.0,13.0,2.0,15.0,,,,,,12.0,3.0,8.0,,4.0,,,15.0,5.0,10.0,0.0,15.0,14.0,1.0,120.0,70.0,50.0,119.0,,,,,,92.0,28.0,56.0,,36.0,,,120.0,5.0,115.0,26.0,94.0,65.0,55.0,85.0,47.0,38.0,84.0,,,,,,60.0,25.0,33.0,,27.0,,,85.0,2.0,83.0,24.0,61.0,37.0,48.0,62.0,36.0,26.0,61.0,,,,,,41.0,21.0,18.0,,23.0,,,62.0,1.0,61.0,21.0,41.0,24.0,38.0,'240903107,3611 ALFREDO CANTU DR,LAREDO,78046,INDEPENDENT
240903109,UNITED ISD,NEWMAN ELEM.,5,8.0,5.0,3.0,8.0,,,,,,7.0,1.0,7.0,,0.0,,,8.0,5.0,3.0,0.0,8.0,8.0,0.0,73.0,36.0,37.0,71.0,,,,,,61.0,12.0,48.0,,13.0,,,73.0,7.0,66.0,15.0,58.0,46.0,27.0,57.0,29.0,28.0,56.0,,,,,,46.0,11.0,37.0,,9.0,,,57.0,4.0,53.0,15.0,42.0,31.0,26.0,37.0,21.0,16.0,36.0,,,,,,27.0,10.0,23.0,,4.0,,,37.0,1.0,36.0,14.0,23.0,16.0,21.0,'240903109,1300 ALTA VISTA,LAREDO,78041,INDEPENDENT
240903110,UNITED ISD,TRAUTMANN ELEM.,5,4.0,2.0,2.0,4.0,,,,,,3.0,1.0,2.0,,1.0,,,4.0,2.0,2.0,0.0,4.0,2.0,2.0,142.0,74.0,68.0,140.0,,,,,,56.0,86.0,32.0,,24.0,,,142.0,6.0,136.0,57.0,85.0,30.0,112.0,120.0,63.0,57.0,118.0,,,,,,44.0,76.0,25.0,,19.0,,,120.0,3.0,117.0,56.0,64.0,16.0,104.0,87.0,47.0,40.0,85.0,,,,,,23.0,64.0,11.0,,12.0,,,87.0,2.0,85.0,54.0,33.0,10.0,77.0,'240903110,810 LINDENWOOD,LAREDO,78045,INDEPENDENT
240903111,UNITED ISD,SIGIFREDO PEREZ,5,16.0,10.0,6.0,16.0,,,,,,14.0,2.0,10.0,,4.0,,,16.0,6.0,10.0,0.0,16.0,16.0,0.0,69.0,33.0,36.0,68.0,,,,,,63.0,6.0,49.0,,14.0,,,67.0,8.0,61.0,10.0,59.0,48.0,21.0,48.0,21.0,27.0,47.0,,,,,,43.0,5.0,34.0,,9.0,,,46.0,1.0,47.0,10.0,38.0,29.0,19.0,31.0,15.0,16.0,30.0,,,,,,28.0,3.0,21.0,,7.0,,,30.0,1.0,30.0,10.0,21.0,15.0,16.0,'240903111,500 SIERRA VISTA DR,LAREDO,78043,INDEPENDENT
240903112,UNITED ISD,FINLEY ELEM.,5,11.0,5.0,6.0,11.0,,,,,,11.0,0.0,10.0,,1.0,,,11.0,5.0,6.0,0.0,11.0,11.0,0.0,58.0,24.0,34.0,58.0,,,,,,48.0,10.0,30.0,,18.0,,,58.0,3.0,55.0,7.0,51.0,27.0,31.0,36.0,17.0,19.0,36.0,,,,,,31.0,5.0,21.0,,10.0,,,36.0,0.0,36.0,6.0,30.0,12.0,24.0,21.0,7.0,14.0,21.0,,,,,,17.0,4.0,11.0,,6.0,,,21.0,0.0,21.0,4.0,17.0,3.0,18.0,'240903112,2001 LOWRY,LAREDO,78041-8552,INDEPENDENT
240903114,UNITED ISD,AMPARO GUTIERRE,5,6.0,2.0,4.0,6.0,,,,,,5.0,1.0,3.0,,2.0,,,6.0,3.0,3.0,0.0,6.0,6.0,0.0,78.0,32.0,46.0,75.0,,,,,,62.0,16.0,44.0,,18.0,,,78.0,6.0,72.0,19.0,59.0,48.0,30.0,60.0,26.0,34.0,57.0,,,,,,46.0,14.0,31.0,,15.0,,,60.0,5.0,55.0,18.0,42.0,34.0,26.0,41.0,17.0,24.0,38.0,,,,,,29.0,12.0,19.0,,10.0,,,41.0,3.0,38.0,17.0,24.0,22.0,19.0,'240903114,505 CALLE DEL NORTE,LAREDO,78041,INDEPENDENT
240903115,UNITED ISD,RUIZ ELEM.,5,20.0,12.0,8.0,20.0,,,,,,17.0,3.0,14.0,,3.0,,,20.0,12.0,8.0,0.0,20.0,20.0,0.0,131.0,67.0,64.0,131.0,,,,,,103.0,28.0,69.0,,34.0,,,131.0,7.0,124.0,23.0,108.0,74.0,57.0,96.0,46.0,50.0,96.0,,,,,,76.0,20.0,50.0,,26.0,,,96.0,2.0,94.0,23.0,73.0,47.0,49.0,55.0,23.0,32.0,55.0,,,,,,41.0,14.0,27.0,,14.0,,,55.0,1.0,54.0,22.0,33.0,17.0,38.0,'240903115,1717 AVE LOS PRESIDENTES,LAREDO,78043,INDEPENDENT
240903116,UNITED ISD,MATIAS DE LLANO,5,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,0.0,,1.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0,52.0,48.0,96.0,,,,,,61.0,39.0,41.0,,20.0,,,100.0,15.0,85.0,24.0,76.0,31.0,69.0,89.0,47.0,42.0,86.0,,,,,,55.0,34.0,37.0,,18.0,,,89.0,14.0,75.0,24.0,65.0,24.0,65.0,68.0,33.0,35.0,65.0,,,,,,39.0,29.0,24.0,,15.0,,,68.0,13.0,55.0,21.0,47.0,15.0,53.0,'240903116,1415 SHILOH DR,LAREDO,78045,INDEPENDENT
240903117,UNITED ISD,KAZEN ELEM.,5,9.0,5.0,4.0,9.0,,,,,,7.0,2.0,4.0,,3.0,,,9.0,6.0,3.0,0.0,9.0,7.0,2.0,67.0,27.0,40.0,67.0,,,,,,63.0,4.0,25.0,,38.0,,,67.0,2.0,65.0,8.0,59.0,39.0,28.0,57.0,23.0,34.0,57.0,,,,,,53.0,4.0,21.0,,32.0,,,57.0,0.0,57.0,8.0,49.0,31.0,26.0,34.0,14.0,20.0,34.0,,,,,,31.0,3.0,11.0,,20.0,,,34.0,0.0,34.0,8.0,26.0,17.0,17.0,'240903117,9620 ALBANY DR,LAREDO,78041-7898,INDEPENDENT
240903118,UNITED ISD,JUAREZ-LINCOLN,5,21.0,15.0,6.0,21.0,,,,,,19.0,2.0,17.0,,2.0,,,21.0,6.0,15.0,0.0,21.0,20.0,1.0,84.0,43.0,41.0,84.0,,,,,,75.0,9.0,62.0,,13.0,,,83.0,6.0,78.0,6.0,78.0,60.0,24.0,58.0,28.0,30.0,58.0,,,,,,51.0,7.0,42.0,,9.0,,,57.0,2.0,56.0,6.0,52.0,36.0,22.0,30.0,15.0,15.0,30.0,,,,,,28.0,2.0,24.0,,4.0,,,29.0,0.0,30.0,5.0,25.0,14.0,16.0,'240903118,1600 ESPEJO-MOLINA RD,RIO BRAVO,78043,INDEPENDENT
240903119,UNITED ISD,PRADA ELEM.,5,24.0,16.0,8.0,24.0,,,,,,23.0,1.0,19.0,,4.0,,,24.0,9.0,15.0,0.0,24.0,23.0,1.0,94.0,58.0,36.0,94.0,,,,,,85.0,9.0,63.0,,22.0,,,92.0,7.0,87.0,12.0,82.0,68.0,26.0,63.0,43.0,20.0,63.0,,,,,,57.0,6.0,41.0,,16.0,,,61.0,4.0,59.0,12.0,51.0,42.0,21.0,33.0,21.0,12.0,33.0,,,,,,28.0,5.0,19.0,,9.0,,,31.0,0.0,33.0,12.0,21.0,16.0,17.0,'240903119,510 SORIA DR,LAREDO,78046,INDEPENDENT
240903120,UNITED ISD,CHARLES BORCHER,5,8.0,3.0,5.0,8.0,,,,,,6.0,2.0,5.0,,1.0,,,8.0,2.0,6.0,0.0,8.0,7.0,1.0,120.0,60.0,60.0,116.0,,,,,,56.0,64.0,30.0,,26.0,,,120.0,6.0,114.0,30.0,90.0,44.0,76.0,94.0,48.0,46.0,90.0,,,,,,42.0,52.0,21.0,,21.0,,,94.0,1.0,93.0,28.0,66.0,26.0,68.0,66.0,34.0,32.0,63.0,,,,,,27.0,39.0,15.0,,12.0,,,66.0,0.0,66.0,23.0,43.0,9.0,57.0,'240903120,9551 BACKWOODS TRL,LAREDO,78045,INDEPENDENT
240903121,UNITED ISD,KENNEDY ZAPATA,5,1.0,1.0,0.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,0.0,0.0,1.0,1.0,0.0,58.0,27.0,31.0,58.0,,,,,,54.0,,50.0,,,,,58.0,,55.0,5.0,53.0,40.0,18.0,44.0,22.0,22.0,44.0,,,,,,40.0,,37.0,,,,,44.0,,42.0,5.0,39.0,27.0,17.0,26.0,13.0,13.0,26.0,,,,,,23.0,,23.0,,,,,26.0,,24.0,5.0,21.0,11.0,15.0,'240903121,3809 S ESPEJO-MOLINA RD,LAREDO,78046,INDEPENDENT
240903122,UNITED ISD,COL SANTOS BENA,5,4.0,2.0,2.0,4.0,,,,,,2.0,2.0,1.0,,1.0,,,4.0,1.0,3.0,0.0,4.0,3.0,1.0,146.0,77.0,69.0,140.0,,,,,,53.0,93.0,32.0,,21.0,,,146.0,6.0,140.0,42.0,104.0,34.0,112.0,131.0,70.0,61.0,125.0,,,,,,47.0,84.0,29.0,,18.0,,,131.0,3.0,128.0,42.0,89.0,22.0,109.0,97.0,55.0,42.0,93.0,,,,,,30.0,67.0,18.0,,12.0,,,97.0,1.0,96.0,40.0,57.0,11.0,86.0,'240903122,10702 KIRBY DR,LAREDO,78045,INDEPENDENT
240903123,UNITED ISD,FRANKLIN D. ROO,5,11.0,7.0,4.0,11.0,,,,,,11.0,,10.0,,1.0,,,11.0,3.0,8.0,,11.0,11.0,0.0,85.0,39.0,46.0,85.0,,,,,,84.0,,68.0,,16.0,,,85.0,3.0,82.0,,81.0,62.0,23.0,50.0,24.0,26.0,50.0,,,,,,49.0,,38.0,,11.0,,,50.0,3.0,47.0,,46.0,31.0,19.0,27.0,12.0,15.0,27.0,,,,,,26.0,,20.0,,6.0,,,27.0,0.0,27.0,,23.0,12.0,15.0,'240903123,3301 SIERRA VISTA DR,LAREDO,78046,INDEPENDENT
240903124,UNITED ISD,JUDITH ZAFFIRIN,5,2.0,2.0,0.0,2.0,,,,,,2.0,0.0,1.0,,1.0,,,1.0,2.0,0.0,0.0,2.0,2.0,0.0,72.0,41.0,31.0,71.0,,,,,,55.0,17.0,39.0,,16.0,,,72.0,3.0,69.0,8.0,64.0,37.0,35.0,54.0,33.0,21.0,53.0,,,,,,42.0,12.0,30.0,,12.0,,,54.0,1.0,53.0,8.0,46.0,24.0,30.0,30.0,16.0,14.0,29.0,,,,,,23.0,7.0,13.0,,10.0,,,30.0,0.0,30.0,5.0,25.0,9.0,21.0,'240903124,5210 SANTA CLAUDIA LN,LAREDO,78046,INDEPENDENT
240903125,UNITED ISD,HENRY CUELLAR E,5,11.0,5.0,6.0,11.0,,,,,,10.0,1.0,7.0,,3.0,,,10.0,5.0,6.0,0.0,11.0,11.0,0.0,104.0,44.0,60.0,104.0,,,,,,95.0,9.0,72.0,,23.0,,,103.0,9.0,95.0,7.0,97.0,70.0,34.0,77.0,31.0,46.0,77.0,,,,,,70.0,7.0,52.0,,18.0,,,77.0,5.0,72.0,6.0,71.0,51.0,26.0,49.0,20.0,29.0,49.0,,,,,,42.0,7.0,32.0,,10.0,,,49.0,1.0,48.0,6.0,43.0,26.0,23.0,'240903125,6431 CASA DEL SOL BLVD,LAREDO,78041,INDEPENDENT
240903126,UNITED ISD,JULIA BIRD JONE,5,12.0,5.0,7.0,12.0,,,,,,12.0,0.0,10.0,,2.0,,,12.0,6.0,6.0,0.0,12.0,12.0,0.0,133.0,66.0,67.0,127.0,,,,,,101.0,32.0,49.0,,52.0,,,133.0,7.0,126.0,25.0,108.0,55.0,78.0,97.0,51.0,46.0,91.0,,,,,,69.0,28.0,28.0,,41.0,,,97.0,2.0,95.0,25.0,72.0,31.0,66.0,54.0,26.0,28.0,50.0,,,,,,37.0,17.0,15.0,,22.0,,,54.0,0.0,54.0,22.0,32.0,12.0,42.0,'240903126,4430 MULLER MEMORIAL BLVD,LAREDO,78045,INDEPENDENT
240903127,UNITED ISD,JOHN W. ARNDT E,5,12.0,6.0,6.0,12.0,,,,,,11.0,1.0,7.0,,4.0,,,12.0,3.0,9.0,0.0,12.0,12.0,0.0,111.0,60.0,51.0,111.0,,,,,,105.0,6.0,80.0,,25.0,,,111.0,2.0,109.0,18.0,93.0,73.0,38.0,73.0,41.0,32.0,73.0,,,,,,67.0,6.0,51.0,,16.0,,,73.0,0.0,73.0,18.0,55.0,37.0,36.0,41.0,21.0,20.0,41.0,,,,,,35.0,6.0,26.0,,9.0,,,41.0,0.0,41.0,16.0,25.0,12.0,29.0,'240903127,610 SANTA MARTA BLVD,LAREDO,78046,INDEPENDENT
240903128,UNITED ISD,BONNIE L. GARCI,5,4.0,2.0,2.0,4.0,,,,,,4.0,0.0,4.0,,0.0,,,4.0,1.0,3.0,0.0,4.0,4.0,0.0,107.0,54.0,53.0,107.0,,,,,,89.0,18.0,62.0,,27.0,,,105.0,10.0,97.0,21.0,86.0,72.0,35.0,81.0,41.0,40.0,81.0,,,,,,66.0,15.0,44.0,,22.0,,,79.0,2.0,79.0,21.0,60.0,46.0,35.0,47.0,19.0,28.0,47.0,,,,,,37.0,10.0,22.0,,15.0,,,46.0,0.0,47.0,19.0,28.0,18.0,29.0,'240903128,1453 CONCORD HILLS BLVD,LAREDO,78046,INDEPENDENT
240903129,UNITED ISD,RODOLFO C. CENT,5,13.0,11.0,2.0,13.0,,,,,,13.0,0.0,11.0,,2.0,,,13.0,6.0,7.0,0.0,13.0,12.0,1.0,122.0,61.0,61.0,122.0,,,,,,116.0,6.0,87.0,,29.0,,,122.0,7.0,115.0,10.0,112.0,66.0,56.0,98.0,47.0,51.0,98.0,,,,,,93.0,5.0,69.0,,24.0,,,98.0,3.0,95.0,10.0,88.0,47.0,51.0,65.0,32.0,33.0,65.0,,,,,,62.0,3.0,45.0,,17.0,,,65.0,2.0,63.0,10.0,55.0,25.0,40.0,'240903129,2710 LA PITA MANGANA RD,LAREDO,78046,INDEPENDENT
240903130,UNITED ISD,DR. MALAKOFF EL,5,6.0,5.0,1.0,6.0,,,,,,5.0,1.0,2.0,,3.0,,,6.0,0.0,6.0,0.0,6.0,4.0,2.0,116.0,58.0,58.0,116.0,,,,,,63.0,53.0,36.0,,27.0,,,116.0,12.0,104.0,26.0,90.0,59.0,57.0,90.0,44.0,46.0,90.0,,,,,,48.0,42.0,26.0,,22.0,,,90.0,9.0,81.0,25.0,65.0,43.0,47.0,65.0,32.0,33.0,65.0,,,,,,34.0,31.0,18.0,,16.0,,,65.0,6.0,59.0,21.0,44.0,27.0,38.0,'240903130,2810 HAVANA DR,LAREDO,78045,INDEPENDENT
240903131,UNITED ISD,BARBARA FASKEN,5,9.0,6.0,3.0,9.0,,,,,,9.0,0.0,8.0,,1.0,,,9.0,5.0,4.0,0.0,9.0,7.0,2.0,126.0,56.0,70.0,122.0,,,,,,83.0,43.0,53.0,,30.0,,,126.0,6.0,120.0,32.0,94.0,65.0,61.0,85.0,38.0,47.0,82.0,,,,,,55.0,30.0,30.0,,25.0,,,85.0,2.0,83.0,30.0,55.0,33.0,52.0,53.0,21.0,32.0,51.0,,,,,,30.0,23.0,13.0,,17.0,,,53.0,1.0,52.0,28.0,25.0,12.0,41.0,'240903131,11111 ATLANTA DR,LAREDO,78045,INDEPENDENT
240903132,UNITED ISD,RADCLIFFE AND S,5,10.0,5.0,5.0,9.0,,,,,,10.0,0.0,8.0,,2.0,,,10.0,3.0,7.0,0.0,10.0,10.0,0.0,97.0,43.0,54.0,96.0,,,,,,84.0,13.0,60.0,,24.0,,,97.0,6.0,91.0,20.0,77.0,59.0,38.0,65.0,25.0,40.0,64.0,,,,,,56.0,9.0,39.0,,17.0,,,65.0,5.0,60.0,18.0,47.0,35.0,30.0,40.0,16.0,24.0,40.0,,,,,,33.0,7.0,21.0,,12.0,,,40.0,2.0,38.0,14.0,26.0,16.0,24.0,'240903132,5511 FAIRFIELD,LAREDO,78045,INDEPENDENT
240903133,UNITED ISD,VETERANS MEMORI,5,17.0,13.0,4.0,17.0,,,,,,16.0,1.0,13.0,,3.0,,,16.0,8.0,9.0,0.0,17.0,16.0,1.0,119.0,53.0,66.0,119.0,,,,,,109.0,10.0,90.0,,19.0,,,118.0,10.0,109.0,16.0,103.0,69.0,50.0,88.0,41.0,47.0,88.0,,,,,,80.0,8.0,65.0,,15.0,,,88.0,6.0,82.0,16.0,72.0,45.0,43.0,51.0,21.0,30.0,51.0,,,,,,46.0,5.0,38.0,,8.0,,,51.0,2.0,49.0,12.0,39.0,19.0,32.0,'240903133,5909 ST LUKE BLVD,LAREDO,78046,INDEPENDENT
240903134,UNITED ISD,FREEDOM ELEM.,5,6.0,5.0,1.0,6.0,,,,,,6.0,0.0,6.0,,0.0,,,6.0,6.0,0.0,0.0,6.0,6.0,0.0,89.0,33.0,56.0,89.0,,,,,,84.0,5.0,73.0,,11.0,,,88.0,14.0,75.0,12.0,77.0,55.0,34.0,77.0,28.0,49.0,77.0,,,,,,72.0,5.0,64.0,,8.0,,,76.0,7.0,70.0,12.0,65.0,44.0,33.0,56.0,22.0,34.0,56.0,,,,,,52.0,4.0,44.0,,8.0,,,56.0,2.0,54.0,12.0,44.0,29.0,27.0,'240903134,415 EG RANCH RD,LAREDO,78043,INDEPENDENT
240903135,UNITED ISD,SAN ISIDRO ELEM,5,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,1.0,,0.0,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,84.0,54.0,30.0,80.0,,,,,,34.0,50.0,22.0,,12.0,,,84.0,7.0,77.0,15.0,69.0,34.0,50.0,73.0,46.0,27.0,70.0,,,,,,30.0,43.0,19.0,,11.0,,,73.0,4.0,69.0,15.0,58.0,25.0,48.0,53.0,33.0,20.0,51.0,,,,,,24.0,29.0,15.0,,9.0,,,53.0,2.0,51.0,13.0,40.0,11.0,42.0,'240903135,11021 BUCKY HOUDMAN BLVD,LAREDO,78045,INDEPENDENT
240904102,WEBB CISD,OILTON ELEM.,5,2.0,1.0,1.0,2.0,,,,,,2.0,,2.0,,0.0,,,2.0,,1.0,,2.0,2.0,0.0,17.0,9.0,8.0,16.0,,,,,,13.0,,8.0,,5.0,,,17.0,,17.0,,17.0,4.0,13.0,8.0,5.0,3.0,7.0,,,,,,6.0,,4.0,,2.0,,,8.0,,8.0,,8.0,0.0,8.0,5.0,3.0,2.0,5.0,,,,,,3.0,,2.0,,1.0,,,5.0,,5.0,,5.0,0.0,5.0,'240904102,301 DESPAIN ST,OILTON,78371-9999,INDEPENDENT
241901101,BOLING ISD,NEWGULF ELEM.,5,5.0,3.0,2.0,1.0,,,3.0,,1.0,4.0,1.0,4.0,0.0,,,,5.0,,3.0,0.0,5.0,5.0,0.0,71.0,33.0,38.0,38.0,,,10.0,,22.0,45.0,25.0,40.0,5.0,,,,71.0,,70.0,6.0,65.0,40.0,31.0,40.0,16.0,24.0,17.0,,,5.0,,18.0,22.0,18.0,18.0,4.0,,,,40.0,,40.0,5.0,35.0,18.0,22.0,21.0,9.0,12.0,10.0,,,2.0,,9.0,11.0,10.0,9.0,2.0,,,,21.0,,21.0,4.0,17.0,7.0,14.0,'241901101,1867 BURNING STONE,BOLING,77420-0009,INDEPENDENT
241902041,EAST BERNARD IS,EAST BERNARD JR,5,1.0,1.0,0.0,1.0,,,0.0,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,57.0,30.0,27.0,16.0,,,7.0,,34.0,24.0,33.0,20.0,,,,,57.0,6.0,51.0,8.0,49.0,18.0,39.0,42.0,22.0,20.0,10.0,,,4.0,,28.0,14.0,28.0,11.0,,,,,42.0,4.0,38.0,8.0,34.0,8.0,34.0,21.0,10.0,11.0,3.0,,,3.0,,15.0,6.0,15.0,5.0,,,,,21.0,2.0,19.0,6.0,15.0,3.0,18.0,'241902041,723 COLLEGE ST,EAST BERNARD,77435,INDEPENDENT
241903103,EL CAMPO ISD,NORTHSIDE ELEM.,5,24.0,14.0,10.0,17.0,,,1.0,,6.0,16.0,8.0,15.0,1.0,,,,24.0,3.0,21.0,0.0,24.0,16.0,8.0,233.0,110.0,123.0,163.0,,,17.0,,50.0,172.0,61.0,162.0,10.0,,,,231.0,14.0,219.0,25.0,208.0,97.0,136.0,148.0,69.0,79.0,97.0,,,9.0,,39.0,98.0,50.0,91.0,7.0,,,,148.0,4.0,144.0,25.0,123.0,43.0,105.0,95.0,45.0,50.0,61.0,,,3.0,,28.0,59.0,36.0,55.0,4.0,,,,95.0,1.0,94.0,25.0,70.0,16.0,79.0,'241903103,2610 MEADOW LN,EL CAMPO,77437-2153,INDEPENDENT
241904106,WHARTON ISD,WHARTON ELEM.,5,45.0,22.0,23.0,19.0,,,22.0,,3.0,37.0,8.0,29.0,,8.0,,,45.0,10.0,35.0,0.0,45.0,44.0,1.0,102.0,57.0,45.0,64.0,,,21.0,,15.0,79.0,23.0,69.0,,10.0,,,102.0,1.0,101.0,17.0,85.0,64.0,38.0,50.0,28.0,22.0,34.0,,,4.0,,11.0,31.0,19.0,25.0,,6.0,,,50.0,1.0,49.0,16.0,34.0,21.0,29.0,31.0,18.0,13.0,21.0,,,2.0,,7.0,17.0,14.0,14.0,,3.0,,,31.0,0.0,31.0,12.0,19.0,9.0,22.0,'241904106,2030 E BOLING HWY,WHARTON,77488,INDEPENDENT
241906101,LOUISE ISD,LOUISE ELEM.,5,6.0,2.0,4.0,4.0,,,,,1.0,4.0,2.0,3.0,,,,,6.0,,6.0,,6.0,6.0,0.0,36.0,19.0,17.0,19.0,,,,,14.0,19.0,16.0,16.0,,,,,35.0,,35.0,,34.0,12.0,23.0,20.0,13.0,7.0,10.0,,,,,9.0,9.0,11.0,7.0,,,,,20.0,,20.0,,19.0,8.0,12.0,6.0,5.0,1.0,3.0,,,,,3.0,2.0,4.0,2.0,,,,,6.0,,6.0,,6.0,3.0,3.0,'241906101,408 SECOND ST,LOUISE,77455-0097,INDEPENDENT
